10,45,20,5,50,35,15,25,30,40,Time
82,5,25,3600,2,13,26,21,21,10,0.0
95,4,23,3652,2,18,20,31,14,4,0.024437927663734114
103,7,29,3614,3,13,24,27,20,7,0.04887585532746823
108,7,25,3542,3,7,31,24,13,7,0.07331378299120234
104,8,30,3511,4,11,28,29,15,6,0.09775171065493646
116,3,24,3405,2,19,36,24,20,5,0.12218963831867058
123,11,22,3374,5,18,29,16,13,3,0.14662756598240467
134,6,27,3193,6,20,28,19,20,5,0.1710654936461388
127,6,25,3309,6,11,36,29,8,12,0.19550342130987292
125,8,33,3127,3,14,32,21,29,4,0.21994134897360704
118,5,33,3056,7,10,30,34,25,1,0.24437927663734116
114,8,25,2968,6,13,30,24,23,8,0.26881720430107525
93,7,28,2863,2,21,34,22,12,1,0.29325513196480935
100,6,32,2855,4,10,31,14,15,6,0.3176930596285435
118,9,24,2730,7,15,33,21,21,8,0.3421309872922776
97,6,32,2762,5,15,37,25,20,7,0.36656891495601174
75,11,36,2680,7,19,39,19,11,4,0.39100684261974583
70,6,27,2551,2,17,40,15,21,3,0.4154447702834799
76,7,38,2596,3,10,37,34,23,6,0.4398826979472141
67,5,32,2463,1,14,42,22,19,6,0.46432062561094817
90,9,29,2414,5,9,40,33,20,7,0.4887585532746823
72,16,32,2395,3,10,31,27,18,7,0.5131964809384164
90,3,35,2408,4,10,42,30,35,5,0.5376344086021505
68,7,33,2291,9,14,43,11,17,10,0.5620723362658846
56,4,29,2302,4,10,33,32,24,7,0.5865102639296187
70,7,22,2215,6,18,40,26,16,11,0.6109481915933529
61,7,29,2193,1,16,29,22,21,7,0.635386119257087
81,8,41,2203,4,15,40,33,11,6,0.6598240469208211
71,10,26,2043,9,31,36,19,25,7,0.6842619745845552
79,7,31,2090,7,9,36,23,20,12,0.7086999022482893
79,4,44,2002,2,18,43,32,20,7,0.7331378299120235
73,13,24,1976,4,23,40,31,25,5,0.7575757575757576
73,10,43,1958,5,15,35,25,27,7,0.7820136852394917
65,10,44,1915,6,17,37,25,27,7,0.8064516129032258
79,5,21,1885,0,20,43,26,20,13,0.8308895405669598
63,11,26,1826,4,14,45,35,20,5,0.855327468230694
71,9,35,1781,5,20,50,27,22,7,0.8797653958944281
64,9,52,1734,6,16,45,26,37,11,0.9042033235581622
72,11,31,1714,4,16,41,26,23,9,0.9286412512218963
66,6,37,1626,3,23,33,31,20,9,0.9530791788856304
66,7,35,1634,14,18,40,28,19,13,0.9775171065493646
71,8,27,1543,7,16,42,21,24,7,1.0019550342130987
65,7,27,1526,4,26,42,27,20,6,1.0263929618768328
60,9,28,1491,7,21,51,34,26,11,1.050830889540567
82,13,33,1625,5,15,41,28,23,14,1.075268817204301
51,11,39,1472,5,14,50,31,22,10,1.099706744868035
66,6,42,1485,8,19,38,27,19,7,1.1241446725317692
58,7,40,1333,6,19,42,31,14,9,1.1485826001955033
56,12,29,1343,9,17,43,29,34,12,1.1730205278592374
69,8,36,1348,5,20,42,33,23,9,1.1974584555229717
49,8,41,1402,6,19,54,40,28,13,1.2218963831867058
69,10,40,1325,5,22,52,33,23,4,1.2463343108504399
52,9,40,1317,3,22,47,28,25,7,1.270772238514174
54,9,46,1325,3,18,48,37,19,14,1.295210166177908
48,5,48,1257,7,10,48,33,25,10,1.3196480938416422
52,12,41,1191,3,20,43,36,26,9,1.3440860215053763
55,10,33,1254,6,17,47,33,24,13,1.3685239491691104
59,7,51,1233,7,9,36,31,24,13,1.3929618768328444
68,5,39,1232,8,17,53,27,28,10,1.4173998044965785
61,15,39,1248,1,19,36,38,26,10,1.4418377321603129
53,7,41,1214,10,21,54,27,33,9,1.466275659824047
55,5,45,1176,7,16,38,41,27,11,1.490713587487781
54,17,39,1190,7,19,49,42,28,17,1.5151515151515151
51,10,45,1189,6,19,49,30,33,4,1.5395894428152492
53,7,43,1054,6,15,45,27,19,7,1.5640273704789833
40,4,36,830,5,11,40,22,24,6,1.5884652981427174
49,3,34,847,5,16,35,18,18,4,1.6129032258064515
40,9,22,850,2,15,33,35,24,8,1.6373411534701856
48,4,40,824,3,11,41,29,17,2,1.6617790811339197
37,8,40,849,5,16,40,28,29,4,1.6862170087976538
39,12,36,817,3,20,38,20,21,10,1.710654936461388
54,7,24,818,3,16,39,32,25,2,1.7350928641251222
44,15,31,844,7,18,43,14,18,2,1.7595307917888563
65,3,28,793,8,17,38,28,31,8,1.7839687194525904
48,8,21,852,6,18,41,18,14,8,1.8084066471163245
51,4,41,765,5,17,46,21,22,7,1.8328445747800586
81,7,39,848,6,16,40,32,24,8,1.8572825024437927
72,8,43,814,6,21,44,21,31,9,1.8817204301075268
74,9,45,852,7,20,53,38,25,11,1.9061583577712609
92,11,55,865,9,25,65,39,25,10,1.930596285434995
96,9,64,916,5,27,80,56,26,15,1.9550342130987293
118,14,53,965,10,43,87,54,39,16,1.9794721407624634
157,11,76,950,8,47,86,74,52,12,2.0039100684261975
161,25,103,1009,9,31,113,77,57,23,2.0283479960899315
231,18,105,1038,14,43,171,74,61,15,2.0527859237536656
234,18,152,1101,21,57,188,104,97,21,2.0772238514173997
330,22,179,1169,11,62,247,116,85,27,2.101661779081134
391,28,214,1301,13,74,290,144,106,33,2.126099706744868
496,44,261,1437,19,82,341,183,126,32,2.150537634408602
599,34,356,1557,22,99,422,250,170,46,2.174975562072336
754,53,410,1740,24,139,536,346,202,39,2.19941348973607
893,47,497,1980,23,181,725,386,254,59,2.2238514173998043
1212,72,699,2308,29,198,859,436,295,75,2.2482893450635384
1474,92,844,2671,45,238,1053,578,390,80,2.2727272727272725
1838,103,940,3204,45,324,1382,678,503,105,2.2971652003910066
2580,122,1335,3660,65,398,1927,939,586,142,2.3216031280547407
3256,160,1777,4755,83,516,2477,1236,843,162,2.3460410557184748
4647,238,2617,6043,91,747,3463,1740,1181,237,2.3704789833822093
6432,371,3765,7831,172,1103,4950,2583,1705,384,2.3949169110459434
8993,587,5564,10185,308,1794,7458,4162,2961,607,2.4193548387096775
12407,955,8333,13900,482,2888,10345,6316,4453,984,2.4437927663734116
16772,1626,11746,18066,756,4453,14568,9186,6577,1594,2.4682306940371457
21946,2475,15820,22894,1275,6613,19199,12721,9500,2443,2.4926686217008798
26542,3659,20572,27677,1826,9013,24130,16581,12617,3694,2.517106549364614
31334,4920,24141,31899,2708,11600,28329,20038,15918,5102,2.541544477028348
34710,6242,27593,34754,3414,13648,31186,22803,18045,6181,2.565982404692082
35822,7283,28764,36163,4076,15134,32971,24144,19783,7141,2.590420332355816
35095,7772,28172,35315,4597,15398,32070,24213,19749,7693,2.6148582600195502
33110,7658,26515,33091,4497,14761,29865,22785,18667,7679,2.6392961876832843
29153,6840,23117,29457,4362,12954,26287,19876,16380,6960,2.6637341153470184
24688,6000,19806,25295,3785,11036,22335,16735,13649,5818,2.6881720430107525
20193,4869,15846,21031,3087,8780,18181,13422,11166,4769,2.7126099706744866
16614,3786,12383,17394,2448,6884,14316,10440,8686,3860,2.7370478983382207
12935,2810,9378,14155,1856,5266,11221,7944,6531,2840,2.761485826001955
9931,2146,7376,11599,1325,3869,8654,6107,4894,2094,2.785923753665689
8039,1471,5681,9339,1037,2924,6785,4374,3711,1612,2.810361681329423
6134,1138,4367,7642,755,2225,5228,3411,2827,1141,2.834799608993157
5117,870,3401,6634,527,1690,4066,2712,2044,874,2.859237536656891
4052,696,2568,5523,427,1241,3214,2032,1669,640,2.8836754643206257
3419,491,2069,4794,333,1055,2576,1745,1341,519,2.90811339198436
2719,434,1713,4150,259,827,2098,1325,1061,424,2.932551319648094
2170,318,1466,3698,183,635,1752,1106,869,339,2.956989247311828
1937,268,1193,3258,167,503,1607,928,746,253,2.981427174975562
1616,232,1019,3008,147,455,1267,778,579,241,3.005865102639296
1382,157,887,2806,119,398,1113,668,551,164,3.0303030303030303
1193,179,780,2508,104,323,987,563,432,171,3.0547409579667644
1089,141,696,2304,79,284,822,517,390,145,3.0791788856304985
1039,109,594,2235,67,274,767,464,357,128,3.1036168132942326
918,97,564,2053,80,221,731,432,345,102,3.1280547409579667
832,108,535,2009,56,236,631,404,291,108,3.1524926686217007
784,105,435,1930,55,210,593,348,274,122,3.176930596285435
711,83,469,1901,52,202,535,349,233,81,3.201368523949169
656,91,402,1863,57,221,476,332,244,74,3.225806451612903
611,87,369,1782,48,174,504,292,215,78,3.250244379276637
599,73,384,1779,61,162,487,288,219,81,3.274682306940371
539,72,370,1733,35,159,449,266,213,73,3.2991202346041053
566,66,356,1694,32,135,471,286,243,77,3.3235581622678394
550,78,336,1694,35,143,415,272,195,61,3.3479960899315735
502,67,322,1740,37,156,403,240,188,85,3.3724340175953076
496,62,327,1690,48,142,446,253,229,66,3.396871945259042
500,80,296,1617,40,147,435,280,201,83,3.421309872922776
550,66,358,1754,47,162,423,279,223,71,3.4457478005865103
568,71,392,1693,44,157,470,284,246,68,3.4701857282502444
583,71,415,1724,40,171,471,333,242,66,3.4946236559139785
614,68,403,1829,42,196,465,318,241,74,3.5190615835777126
637,81,413,1905,42,202,521,351,274,85,3.5434995112414467
668,96,485,1989,52,206,536,327,293,106,3.567937438905181
702,94,456,1867,54,230,618,410,299,105,3.592375366568915
775,97,551,1929,59,254,619,424,307,109,3.616813294232649
690,102,523,1962,66,256,622,429,349,107,3.641251221896383
723,125,505,1966,72,245,595,448,345,121,3.665689149560117
651,128,518,1916,78,211,619,386,324,113,3.6901270772238512
693,107,495,1957,81,245,551,400,329,147,3.7145650048875853
659,93,479,1917,69,226,563,389,332,123,3.7390029325513194
587,114,412,1843,62,208,478,331,272,92,3.7634408602150535
532,94,350,1860,69,211,485,289,237,111,3.7878787878787876
469,85,356,1867,63,168,393,280,259,99,3.8123167155425217
410,76,317,1793,41,148,357,225,193,86,3.836754643206256
370,70,277,1777,46,121,332,210,170,76,3.86119257086999
337,44,219,1743,26,119,267,178,142,50,3.885630498533724
302,51,210,1704,26,88,280,198,143,34,3.9100684261974585
292,43,192,1717,24,108,275,153,134,53,3.9345063538611926
273,35,219,1742,25,111,194,150,104,43,3.9589442815249267
274,45,176,1682,26,78,242,157,104,43,3.983382209188661
255,45,201,1744,26,91,187,146,122,37,4.007820136852395
238,38,175,1729,22,92,199,148,120,56,4.032258064516129
245,49,166,1792,18,74,187,126,100,50,4.056695992179863
216,35,176,1783,32,80,197,129,100,32,4.081133919843597
231,36,157,1699,22,73,174,119,111,44,4.105571847507331
188,37,134,1807,19,76,162,125,92,36,4.130009775171065
211,43,126,1779,26,77,166,103,82,25,4.1544477028347995
180,33,127,1744,25,58,150,121,92,37,4.178885630498534
150,36,105,1798,19,57,139,102,76,40,4.203323558162268
161,27,120,1872,21,57,116,93,72,31,4.227761485826002
151,22,111,1882,20,63,119,95,62,29,4.252199413489736
123,19,97,1843,12,58,139,66,62,26,4.27663734115347
152,23,109,1887,13,37,100,72,52,22,4.301075268817204
113,23,82,1973,14,41,117,91,59,29,4.325513196480938
116,21,97,1979,13,46,100,67,45,23,4.349951124144672
134,22,114,1843,12,41,97,74,67,21,4.374389051808406
109,16,87,1835,13,40,94,73,58,17,4.39882697947214
118,21,79,1974,15,41,107,69,49,24,4.4232649071358745
115,15,84,2002,8,40,102,68,56,19,4.447702834799609
110,15,74,2037,12,45,95,73,37,11,4.472140762463343
105,17,89,2072,14,36,97,72,55,23,4.496578690127077
108,19,87,2009,11,37,88,79,63,16,4.521016617790811
109,20,93,2007,15,59,105,75,45,15,4.545454545454545
131,23,82,2046,10,34,75,54,49,20,4.569892473118279
108,18,86,2056,15,52,87,65,55,17,4.594330400782013
99,16,88,2083,12,30,92,55,64,18,4.618768328445747
116,18,74,2005,13,35,91,61,55,18,4.643206256109481
111,15,59,2078,11,36,90,58,47,20,4.667644183773215
115,15,84,1968,14,43,97,65,42,14,4.6920821114369495
100,17,72,2184,15,48,91,49,46,13,4.7165200391006845
113,19,72,2096,12,31,72,54,59,25,4.740957966764419
98,13,75,2275,14,27,75,65,42,20,4.765395894428153
92,26,63,2168,9,32,88,69,31,17,4.789833822091887
85,20,75,2160,6,35,102,65,37,19,4.814271749755621
98,17,82,2164,9,31,82,58,51,13,4.838709677419355
90,22,69,2169,9,35,102,61,49,15,4.863147605083089
95,19,59,2249,10,47,72,48,39,19,4.887585532746823
95,20,58,2162,12,35,107,55,41,16,4.912023460410557
90,14,58,2317,16,32,69,42,54,22,4.936461388074291
110,20,69,2277,10,27,79,55,36,9,4.9608993157380255
80,15,60,2176,9,36,85,52,36,17,4.9853372434017595
97,22,65,2225,10,27,79,74,49,17,5.009775171065494
88,15,63,2358,10,35,78,43,44,13,5.034213098729228
80,10,74,2285,11,31,69,68,39,22,5.058651026392962
88,10,56,2308,8,27,60,42,40,16,5.083088954056696
74,13,44,2231,10,36,67,62,46,13,5.10752688172043
75,10,62,2174,8,28,80,40,33,17,5.131964809384164
77,9,76,2216,13,30,77,51,29,14,5.156402737047898
82,9,58,2357,8,37,69,43,40,17,5.180840664711632
70,18,60,2299,10,36,63,40,33,22,5.205278592375366
92,13,47,2248,6,27,75,53,32,11,5.2297165200391005
105,15,63,2171,7,29,69,49,35,16,5.254154447702835
74,13,66,2319,7,26,64,43,40,13,5.278592375366569
65,8,56,2229,6,30,60,49,32,17,5.303030303030303
79,19,72,2300,4,26,58,37,37,10,5.327468230694037
71,13,58,2146,8,27,61,47,36,9,5.351906158357771
77,12,63,2212,7,27,49,35,34,11,5.376344086021505
69,8,53,2200,6,22,66,44,41,11,5.400782013685239
78,10,54,2345,14,26,76,47,36,12,5.425219941348973
68,15,60,2268,7,23,52,44,26,25,5.449657869012707
80,12,53,2275,11,29,55,36,39,11,5.474095796676441
67,10,62,2189,6,23,53,45,33,11,5.4985337243401755
73,13,60,2255,9,21,79,41,26,9,5.52297165200391
76,11,40,2261,11,22,71,38,37,14,5.547409579667644
71,13,60,2159,6,19,55,49,40,13,5.571847507331378
73,16,49,2187,3,37,55,42,27,14,5.596285434995112
68,9,50,2161,7,28,70,35,27,16,5.620723362658846
68,13,53,2140,10,24,59,59,33,14,5.64516129032258
76,14,44,2198,5,23,63,49,51,14,5.669599217986314
66,11,44,2082,13,19,61,37,38,8,5.694037145650048
81,12,45,2140,5,21,62,29,28,8,5.718475073313782
53,10,53,2105,9,28,60,52,27,11,5.742913000977517
82,17,49,2205,3,21,59,29,29,10,5.767350928641251
67,12,51,2113,6,29,51,41,27,17,5.7917888563049855
82,10,46,2133,10,31,65,37,32,14,5.81622678396872
87,16,52,2179,5,19,60,33,31,10,5.840664711632454
70,9,50,2020,6,18,47,49,25,6,5.865102639296188
68,9,48,2077,2,26,54,47,35,11,5.889540566959922
63,10,43,2084,9,27,58,53,30,6,5.913978494623656
59,10,60,2095,6,22,60,47,30,16,5.93841642228739
67,11,45,2167,4,26,61,35,24,10,5.962854349951124
61,4,49,2054,4,25,61,42,29,15,5.987292277614858
93,17,54,1994,10,30,52,32,27,3,6.011730205278592
58,8,44,1978,7,26,48,45,30,10,6.0361681329423265
80,22,58,2009,7,22,50,51,36,13,6.0606060606060606
71,14,38,1982,5,23,52,47,32,9,6.085043988269795
65,11,48,2023,3,33,55,26,36,14,6.109481915933529
79,14,57,1987,9,20,60,48,29,14,6.133919843597263
77,17,48,1983,8,25,58,43,25,11,6.158357771260997
68,10,51,1964,8,25,54,34,30,9,6.182795698924731
64,9,45,1908,5,15,62,48,27,10,6.207233626588465
64,11,58,1972,10,17,60,40,24,20,6.231671554252199
59,9,39,1917,9,24,48,43,31,10,6.256109481915933
42,14,47,1978,11,24,48,40,31,13,6.280547409579667
50,16,56,1914,5,33,46,40,34,13,6.3049853372434015
60,4,36,1915,9,21,77,38,32,5,6.329423264907136
65,18,38,1860,6,32,58,43,34,10,6.35386119257087
78,9,43,1791,9,19,45,39,31,9,6.378299120234604
84,8,44,1847,10,18,54,44,19,11,6.402737047898338
66,16,44,1818,5,29,46,45,30,10,6.427174975562072
66,15,44,1785,6,31,61,31,30,11,6.451612903225806
62,9,58,1781,8,22,39,26,33,11,6.47605083088954
83,10,54,1780,8,19,55,43,33,11,6.500488758553274
57,8,39,1876,4,27,51,31,29,11,6.524926686217008
48,7,39,1771,7,22,58,31,37,9,6.549364613880742
62,5,55,1740,8,23,50,39,29,10,6.5738025415444765
62,13,48,1766,8,24,51,43,32,15,6.598240469208211
57,10,32,1795,8,30,49,38,28,5,6.622678396871945
67,13,40,1727,3,23,52,40,28,15,6.647116324535679
46,5,48,1673,8,32,63,31,29,17,6.671554252199413
65,11,42,1687,5,27,49,25,30,13,6.695992179863147
61,12,42,1715,11,26,40,35,26,16,6.720430107526881
66,9,52,1632,7,18,55,33,23,9,6.744868035190615
54,13,50,1694,8,23,45,45,30,6,6.769305962854349
56,5,43,1651,6,20,66,29,37,14,6.793743890518084
63,11,50,1628,8,23,51,32,29,4,6.818181818181818
62,7,49,1596,11,14,56,37,22,17,6.842619745845552
61,10,45,1677,10,36,56,40,29,8,6.8670576735092865
73,13,42,1545,6,24,61,48,36,8,6.891495601173021
42,4,39,1647,7,19,59,28,17,12,6.915933528836755
55,6,38,1600,8,18,54,31,35,11,6.940371456500489
53,8,48,1552,11,16,47,50,28,8,6.964809384164223
68,10,57,1579,7,16,45,39,31,8,6.989247311827957
54,11,50,1549,7,20,38,39,29,12,7.013685239491691
63,14,37,1584,8,28,46,36,31,7,7.038123167155425
64,8,46,1549,7,26,49,53,38,11,7.062561094819159
70,10,48,1467,6,22,50,36,34,8,7.086999022482893
61,7,42,1528,4,23,64,41,28,14,7.1114369501466275
59,8,43,1512,6,15,65,25,28,10,7.135874877810362
62,10,58,1500,5,23,44,33,26,12,7.160312805474096
65,6,39,1444,8,19,63,39,26,11,7.18475073313783
69,8,46,1518,7,12,59,33,30,8,7.209188660801564
51,10,44,1450,5,28,62,42,33,6,7.233626588465298
50,12,49,1461,4,15,37,34,25,7,7.258064516129032
60,7,47,1476,4,26,50,37,29,8,7.282502443792766
45,8,41,1473,5,24,62,38,37,14,7.3069403714565
54,5,46,1424,7,22,44,46,29,13,7.331378299120234
57,11,51,1434,8,26,49,46,31,8,7.355816226783968
60,11,42,1330,5,19,48,41,22,7,7.3802541544477025
60,6,41,1358,9,21,45,28,28,8,7.404692082111437
59,14,45,1360,5,17,49,27,30,13,7.429130009775171
50,9,43,1339,3,26,47,27,29,8,7.453567937438905
53,10,46,1287,6,33,60,41,39,6,7.478005865102639
57,11,51,1328,7,18,48,28,20,7,7.502443792766373
71,8,35,1243,3,20,59,29,31,12,7.526881720430107
63,5,45,1321,9,18,45,30,22,12,7.551319648093841
41,10,46,1249,6,21,38,44,27,12,7.575757575757575
49,9,43,1226,7,17,58,31,21,7,7.600195503421309
54,4,39,1294,9,20,44,31,22,10,7.624633431085043
52,9,36,1237,7,19,42,40,31,11,7.6490713587487775
43,15,54,1264,9,13,37,38,28,12,7.673509286412512
61,7,38,1276,10,21,47,23,25,9,7.697947214076246
57,7,38,1219,10,15,39,33,26,18,7.72238514173998
63,6,40,1225,7,17,42,32,24,7,7.746823069403714
56,13,45,1202,4,23,41,34,25,16,7.771260997067448
51,8,35,1130,9,20,33,31,28,9,7.795698924731182
66,5,51,1135,9,20,47,33,28,6,7.820136852394917
61,7,41,1137,2,19,53,34,29,12,7.844574780058651
61,6,39,1106,10,25,48,32,33,11,7.869012707722385
64,6,42,1141,8,21,39,36,20,6,7.893450635386119
56,11,31,1132,8,22,48,35,24,9,7.9178885630498534
64,7,47,1076,6,25,53,17,29,14,7.9423264907135875
46,9,44,1118,7,23,40,32,31,12,7.966764418377322
61,7,41,1063,3,27,41,22,31,12,7.991202346041056
62,7,46,1124,8,15,62,23,29,8,8.01564027370479
50,11,40,1090,8,14,34,29,26,11,8.040078201368523
55,5,32,1051,6,16,47,35,25,8,8.064516129032258
59,5,60,1017,4,16,39,39,22,12,8.088954056695991
