850,750,1000,700,900,800,Time
8,2,2,0,3,5,0.0
8,1,3,0,6,6,0.024437927663734114
6,2,2,0,6,7,0.04887585532746823
3,1,2,0,8,6,0.07331378299120234
5,3,4,0,6,8,0.09775171065493646
4,2,0,1,8,8,0.12218963831867058
4,3,0,0,5,7,0.14662756598240467
6,5,4,0,3,14,0.1710654936461388
9,2,1,0,4,6,0.19550342130987292
8,0,4,0,1,4,0.21994134897360704
7,3,2,0,8,3,0.24437927663734116
2,2,1,0,5,4,0.26881720430107525
3,5,0,0,6,9,0.29325513196480935
8,5,1,0,5,1,0.3176930596285435
8,1,3,0,2,6,0.3421309872922776
6,3,3,0,6,11,0.36656891495601174
9,4,2,1,6,5,0.39100684261974583
10,2,2,0,4,4,0.4154447702834799
3,1,0,0,8,6,0.4398826979472141
4,2,2,0,5,6,0.46432062561094817
8,2,3,0,7,4,0.4887585532746823
4,1,2,0,3,6,0.5131964809384164
5,6,2,0,2,5,0.5376344086021505
7,4,2,0,5,9,0.5620723362658846
9,0,1,0,5,10,0.5865102639296187
10,2,3,0,8,1,0.6109481915933529
10,2,4,0,5,5,0.635386119257087
8,4,3,0,6,10,0.6598240469208211
6,5,7,0,7,11,0.6842619745845552
11,1,3,0,6,6,0.7086999022482893
8,2,6,0,5,9,0.7331378299120235
7,2,1,0,2,4,0.7575757575757576
15,1,3,0,6,8,0.7820136852394917
10,2,2,0,10,10,0.8064516129032258
6,3,3,0,7,9,0.8308895405669598
9,1,3,0,4,6,0.855327468230694
8,0,3,0,8,7,0.8797653958944281
6,1,2,0,5,6,0.9042033235581622
6,0,2,0,2,6,0.9286412512218963
10,0,2,0,5,4,0.9530791788856304
11,3,1,0,6,4,0.9775171065493646
12,2,2,0,2,5,1.0019550342130987
7,1,3,0,2,7,1.0263929618768328
5,4,3,1,2,6,1.050830889540567
6,3,2,0,5,10,1.075268817204301
9,4,4,0,9,8,1.099706744868035
6,2,3,0,6,8,1.1241446725317692
11,5,3,0,7,11,1.1485826001955033
13,3,3,0,4,7,1.1730205278592374
8,5,4,0,4,11,1.1974584555229717
13,3,4,0,8,7,1.2218963831867058
9,4,0,0,3,9,1.2463343108504399
12,4,1,1,7,11,1.270772238514174
8,4,4,1,5,5,1.295210166177908
8,1,1,0,9,3,1.3196480938416422
7,1,2,0,5,8,1.3440860215053763
11,8,3,0,8,9,1.3685239491691104
8,3,1,0,7,10,1.3929618768328444
8,2,4,1,6,9,1.4173998044965785
9,2,3,0,7,12,1.4418377321603129
6,3,4,0,7,10,1.466275659824047
6,1,0,0,11,9,1.490713587487781
10,2,3,0,7,10,1.5151515151515151
2,5,4,0,8,10,1.5395894428152492
8,7,3,0,7,11,1.5640273704789833
6,3,6,0,3,9,1.5884652981427174
8,2,6,0,9,5,1.6129032258064515
2,2,8,0,7,6,1.6373411534701856
5,3,4,0,8,10,1.6617790811339197
15,5,9,1,6,6,1.6862170087976538
5,1,9,0,6,2,1.710654936461388
3,1,15,0,13,8,1.7350928641251222
12,2,13,0,12,15,1.7595307917888563
9,1,20,0,9,8,1.7839687194525904
6,4,24,0,10,6,1.8084066471163245
8,2,38,0,17,10,1.8328445747800586
9,1,37,0,13,10,1.8572825024437927
8,3,61,1,19,7,1.8817204301075268
20,3,71,0,18,7,1.9061583577712609
20,3,96,1,34,7,1.930596285434995
28,4,128,0,44,13,1.9550342130987293
36,4,167,0,61,13,1.9794721407624634
33,3,233,0,73,24,2.0039100684261975
34,4,260,0,82,14,2.0283479960899315
43,3,424,0,103,15,2.0527859237536656
52,3,518,0,158,21,2.0772238514173997
85,6,685,0,171,16,2.101661779081134
85,8,923,0,238,32,2.126099706744868
132,7,1120,0,280,34,2.150537634408602
157,4,1408,0,345,30,2.174975562072336
208,9,1581,0,499,38,2.19941348973607
272,5,1666,0,686,81,2.2238514173998043
280,6,1764,0,1113,64,2.2482893450635384
422,11,1773,0,1544,78,2.2727272727272725
544,7,1677,0,2215,90,2.2971652003910066
815,9,1573,0,3003,114,2.3216031280547407
1258,7,1349,0,3796,150,2.3460410557184748
1993,12,1171,1,4596,235,2.3704789833822093
2977,11,994,0,5237,348,2.3949169110459434
4204,20,816,0,5504,581,2.4193548387096775
5538,29,683,0,5508,1022,2.4437927663734116
6925,31,550,0,5109,1591,2.4682306940371457
7847,71,458,0,4580,2451,2.4926686217008798
8038,137,408,2,3936,3698,2.517106549364614
8046,229,311,0,3119,5055,2.541544477028348
7425,379,268,0,2607,6273,2.565982404692082
6433,576,217,1,2044,7294,2.590420332355816
5330,799,175,4,1556,7598,2.6148582600195502
4230,1194,145,10,1216,7514,2.6392961876832843
3227,1546,146,11,1001,6816,2.6637341153470184
2528,1847,117,14,755,5863,2.6881720430107525
1893,2017,116,27,580,4793,2.7126099706744866
1419,2090,79,27,531,3595,2.7370478983382207
1058,1963,84,38,400,2673,2.761485826001955
884,1724,68,20,327,2025,2.785923753665689
667,1375,76,48,288,1555,2.810361681329423
531,1078,55,42,262,1185,2.834799608993157
454,838,65,36,212,840,2.859237536656891
371,591,57,34,191,668,2.8836754643206257
302,425,48,38,179,516,2.90811339198436
262,330,45,34,129,420,2.932551319648094
218,225,54,25,147,342,2.956989247311828
202,194,64,20,105,288,2.981427174975562
183,154,56,8,114,215,3.005865102639296
162,120,50,8,99,188,3.0303030303030303
168,86,42,9,83,160,3.0547409579667644
143,64,47,6,101,162,3.0791788856304985
123,63,56,1,80,134,3.1036168132942326
137,47,48,2,80,135,3.1280547409579667
94,45,62,2,78,96,3.1524926686217007
91,33,58,1,84,99,3.176930596285435
97,37,48,0,76,89,3.201368523949169
86,20,41,1,83,83,3.225806451612903
96,21,43,1,99,81,3.250244379276637
88,22,49,1,104,80,3.274682306940371
89,28,39,0,94,75,3.2991202346041053
102,11,36,0,108,55,3.3235581622678394
113,21,35,0,113,61,3.3479960899315735
99,23,26,1,120,76,3.3724340175953076
106,14,26,1,114,72,3.396871945259042
121,16,29,0,105,80,3.421309872922776
101,16,19,0,115,63,3.4457478005865103
131,15,24,1,108,75,3.4701857282502444
146,20,21,1,106,72,3.4946236559139785
139,24,33,0,91,88,3.5190615835777126
143,10,16,0,95,88,3.5434995112414467
137,22,27,0,85,84,3.567937438905181
131,18,20,1,83,108,3.592375366568915
144,16,14,0,67,124,3.616813294232649
131,20,18,1,50,112,3.641251221896383
120,20,15,0,53,108,3.665689149560117
94,18,13,1,41,138,3.6901270772238512
93,24,8,1,45,112,3.7145650048875853
74,26,10,1,41,104,3.7390029325513194
59,21,9,0,29,115,3.7634408602150535
56,31,14,0,35,85,3.7878787878787876
54,30,19,0,33,59,3.8123167155425217
52,31,6,0,30,83,3.836754643206256
54,29,12,2,27,78,3.86119257086999
37,21,8,0,38,55,3.885630498533724
53,34,7,0,37,48,3.9100684261974585
45,28,9,0,35,39,3.9345063538611926
46,29,9,1,29,49,3.9589442815249267
43,23,4,0,25,36,3.983382209188661
46,23,9,0,30,41,4.007820136852395
39,14,5,1,36,47,4.032258064516129
38,18,9,0,24,40,4.056695992179863
42,15,7,0,21,47,4.081133919843597
34,11,9,2,11,33,4.105571847507331
41,12,7,0,30,39,4.130009775171065
18,6,4,0,12,39,4.1544477028347995
18,12,5,0,18,25,4.178885630498534
28,11,3,0,15,38,4.203323558162268
28,9,4,0,19,36,4.227761485826002
27,8,5,0,18,20,4.252199413489736
20,11,5,0,14,15,4.27663734115347
21,6,6,0,26,26,4.301075268817204
21,11,7,1,8,20,4.325513196480938
19,4,3,1,13,24,4.349951124144672
12,8,6,0,16,24,4.374389051808406
20,9,5,0,18,19,4.39882697947214
22,5,2,0,15,19,4.4232649071358745
20,6,1,0,24,19,4.447702834799609
19,9,6,0,12,16,4.472140762463343
14,5,5,0,15,16,4.496578690127077
19,6,4,0,16,22,4.521016617790811
16,3,4,0,11,16,4.545454545454545
22,6,3,0,13,23,4.569892473118279
18,7,4,1,11,22,4.594330400782013
22,2,4,0,12,12,4.618768328445747
15,9,2,1,14,16,4.643206256109481
12,4,2,0,10,14,4.667644183773215
24,2,3,0,22,16,4.6920821114369495
22,12,5,0,11,15,4.7165200391006845
15,9,3,1,17,9,4.740957966764419
13,7,8,0,10,19,4.765395894428153
19,1,4,0,11,17,4.789833822091887
10,3,2,0,11,11,4.814271749755621
17,5,3,0,14,10,4.838709677419355
23,8,5,0,11,21,4.863147605083089
14,4,5,0,10,9,4.887585532746823
17,5,2,0,18,19,4.912023460410557
18,6,5,0,6,13,4.936461388074291
12,5,8,0,7,16,4.9608993157380255
11,2,3,0,5,9,4.9853372434017595
17,7,6,0,15,15,5.009775171065494
15,7,1,0,8,11,5.034213098729228
15,5,3,0,7,14,5.058651026392962
17,6,7,0,11,12,5.083088954056696
18,1,3,0,10,13,5.10752688172043
9,3,0,0,8,11,5.131964809384164
14,6,3,0,9,19,5.156402737047898
13,8,4,0,8,9,5.180840664711632
12,3,4,0,9,11,5.205278592375366
10,5,6,0,11,7,5.2297165200391005
19,3,5,1,14,14,5.254154447702835
16,6,2,0,12,8,5.278592375366569
19,7,2,0,11,16,5.303030303030303
15,1,2,0,11,10,5.327468230694037
14,6,6,0,8,12,5.351906158357771
17,8,3,0,10,12,5.376344086021505
10,3,1,0,13,15,5.400782013685239
13,0,7,0,12,12,5.425219941348973
15,6,4,0,5,6,5.449657869012707
15,3,6,0,11,11,5.474095796676441
8,3,2,0,11,10,5.4985337243401755
9,4,4,0,5,11,5.52297165200391
9,3,5,0,10,10,5.547409579667644
12,5,1,0,8,13,5.571847507331378
6,3,2,0,7,9,5.596285434995112
16,6,0,0,17,12,5.620723362658846
5,3,7,0,7,11,5.64516129032258
10,2,0,0,9,16,5.669599217986314
12,5,1,1,7,18,5.694037145650048
13,3,3,0,9,13,5.718475073313782
11,2,3,0,4,10,5.742913000977517
17,3,10,1,4,4,5.767350928641251
16,1,5,0,8,19,5.7917888563049855
9,5,7,0,9,13,5.81622678396872
14,2,5,0,8,16,5.840664711632454
17,5,6,0,8,10,5.865102639296188
11,5,4,0,10,9,5.889540566959922
9,3,7,0,10,14,5.913978494623656
12,5,2,0,3,9,5.93841642228739
14,6,5,0,7,5,5.962854349951124
13,2,4,0,14,8,5.987292277614858
15,1,4,0,11,6,6.011730205278592
10,5,5,0,9,16,6.0361681329423265
15,2,2,0,7,16,6.0606060606060606
15,2,1,0,11,8,6.085043988269795
17,5,5,0,5,12,6.109481915933529
8,2,3,1,9,11,6.133919843597263
12,2,1,0,13,15,6.158357771260997
14,2,7,0,6,15,6.182795698924731
9,3,2,0,9,9,6.207233626588465
11,4,7,0,7,15,6.231671554252199
10,4,3,0,6,14,6.256109481915933
6,3,3,0,6,10,6.280547409579667
9,1,1,0,10,13,6.3049853372434015
16,6,7,0,8,7,6.329423264907136
7,6,5,0,9,10,6.35386119257087
6,4,2,0,8,9,6.378299120234604
5,4,3,0,4,13,6.402737047898338
5,2,5,0,8,8,6.427174975562072
10,3,7,0,8,5,6.451612903225806
12,1,4,0,6,7,6.47605083088954
14,3,1,0,9,7,6.500488758553274
11,3,2,0,4,9,6.524926686217008
9,3,1,0,8,10,6.549364613880742
11,3,4,0,8,11,6.5738025415444765
8,1,4,0,4,8,6.598240469208211
11,2,3,0,11,11,6.622678396871945
12,3,5,0,12,8,6.647116324535679
11,5,2,0,7,10,6.671554252199413
10,4,3,0,5,7,6.695992179863147
11,2,4,0,7,4,6.720430107526881
11,3,3,0,7,12,6.744868035190615
13,8,2,0,9,8,6.769305962854349
11,1,1,0,9,14,6.793743890518084
9,2,5,0,11,13,6.818181818181818
12,4,3,0,4,15,6.842619745845552
3,2,2,1,10,6,6.8670576735092865
15,3,6,0,8,13,6.891495601173021
9,3,3,0,6,5,6.915933528836755
7,3,5,0,12,11,6.940371456500489
8,6,2,1,6,9,6.964809384164223
11,3,3,0,8,8,6.989247311827957
11,4,3,0,2,8,7.013685239491691
12,2,5,0,6,7,7.038123167155425
16,5,3,0,10,6,7.062561094819159
9,2,6,0,6,3,7.086999022482893
4,3,1,0,6,12,7.1114369501466275
4,3,3,0,2,5,7.135874877810362
15,2,3,0,5,15,7.160312805474096
10,7,2,0,10,10,7.18475073313783
12,3,4,0,3,6,7.209188660801564
15,3,1,0,5,11,7.233626588465298
11,6,2,0,13,14,7.258064516129032
17,1,4,0,7,7,7.282502443792766
13,2,3,0,9,14,7.3069403714565
16,1,4,0,6,7,7.331378299120234
12,2,5,0,5,7,7.355816226783968
7,1,3,0,9,5,7.3802541544477025
8,5,4,0,5,8,7.404692082111437
15,1,3,0,9,13,7.429130009775171
19,2,3,0,2,5,7.453567937438905
8,7,1,1,6,9,7.478005865102639
15,2,3,0,6,8,7.502443792766373
11,3,4,0,6,12,7.526881720430107
11,4,2,0,6,12,7.551319648093841
18,2,3,1,6,10,7.575757575757575
11,0,1,0,10,5,7.600195503421309
6,4,5,0,4,10,7.624633431085043
9,2,2,0,6,14,7.6490713587487775
14,5,3,0,12,10,7.673509286412512
10,4,4,0,9,5,7.697947214076246
6,4,1,0,5,10,7.72238514173998
9,3,4,0,5,8,7.746823069403714
7,4,4,0,8,8,7.771260997067448
7,2,4,0,12,7,7.795698924731182
16,5,2,0,1,9,7.820136852394917
13,1,2,0,1,11,7.844574780058651
12,1,3,0,12,7,7.869012707722385
8,5,4,0,4,8,7.893450635386119
9,1,1,0,8,6,7.9178885630498534
17,0,6,0,6,10,7.9423264907135875
8,4,2,0,6,17,7.966764418377322
7,1,3,0,10,10,7.991202346041056
8,2,3,0,7,8,8.01564027370479
12,2,7,0,6,7,8.040078201368523
12,0,4,0,3,7,8.064516129032258
6,5,5,0,6,11,8.088954056695991
13,2,3,0,5,13,8.113391984359726
8,4,2,0,6,11,8.13782991202346
12,1,1,0,7,6,8.162267839687194
6,2,5,0,12,14,8.186705767350928
8,2,2,0,6,8,8.211143695014663
12,4,2,0,12,9,8.235581622678396
13,5,4,0,4,5,8.26001955034213
9,6,2,0,9,7,8.284457478005864
12,2,1,0,7,10,8.308895405669599
8,3,3,0,10,10,8.333333333333332
8,1,1,0,9,8,8.357771260997067
7,5,4,0,5,7,8.382209188660802
12,8,4,0,13,11,8.406647116324535
14,4,3,0,10,10,8.43108504398827
14,2,2,0,9,5,8.455522971652004
12,3,6,0,4,9,8.479960899315738
8,3,2,1,5,7,8.504398826979472
23,2,2,0,5,9,8.528836754643207
6,4,6,0,8,4,8.55327468230694
8,1,1,0,9,8,8.577712609970675
7,3,2,0,6,11,8.602150537634408
5,4,0,0,5,7,8.626588465298143
16,0,5,0,7,10,8.651026392961876
8,2,3,0,7,5,8.675464320625611
6,1,0,1,5,10,8.699902248289344
10,2,1,1,8,9,8.72434017595308
8,3,3,0,12,11,8.748778103616813
9,3,1,0,10,13,8.773216031280548
7,6,0,1,10,9,8.79765395894428
9,3,3,0,4,6,8.822091886608016
11,3,6,0,6,13,8.846529814271749
7,2,3,0,8,11,8.870967741935484
10,4,4,0,12,8,8.895405669599217
8,4,2,0,8,7,8.919843597262952
9,4,3,0,7,11,8.944281524926685
11,2,3,0,5,8,8.96871945259042
10,5,5,0,9,8,8.993157380254154
9,3,5,0,3,15,9.017595307917889
14,5,2,0,2,7,9.042033235581622
8,4,1,0,6,7,9.066471163245357
9,0,0,0,8,3,9.09090909090909
11,6,1,1,5,10,9.115347018572825
11,3,2,0,10,6,9.139784946236558
10,5,3,0,6,4,9.164222873900293
10,2,2,1,7,10,9.188660801564026
9,5,2,1,4,10,9.213098729227761
9,2,4,0,8,10,9.237536656891495
5,1,4,0,8,8,9.26197458455523
13,1,2,0,7,6,9.286412512218963
7,3,3,0,6,12,9.310850439882698
12,2,3,0,5,14,9.33528836754643
11,0,4,0,8,15,9.359726295210166
6,2,4,0,4,10,9.384164222873899
9,2,1,0,3,6,9.408602150537634
10,2,5,0,8,7,9.433040078201369
6,3,2,0,5,5,9.457478005865102
6,3,3,0,4,12,9.481915933528837
13,1,8,0,7,7,9.50635386119257
4,2,2,0,7,7,9.530791788856305
12,2,5,0,5,8,9.555229716520039
14,3,1,0,6,5,9.579667644183774
8,1,4,0,5,5,9.604105571847507
8,2,2,0,5,9,9.628543499511242
14,4,5,0,6,8,9.652981427174975
7,2,5,0,6,8,9.67741935483871
9,0,5,0,9,8,9.701857282502443
16,3,4,0,4,9,9.726295210166178
8,2,1,0,7,14,9.750733137829911
9,4,2,0,5,3,9.775171065493646
5,3,2,1,9,10,9.79960899315738
12,1,2,0,3,9,9.824046920821115
7,3,4,0,9,15,9.848484848484848
9,1,2,0,7,8,9.872922776148583
8,12,3,0,1,2,9.897360703812316
8,1,3,0,6,14,9.921798631476051
6,7,2,0,5,8,9.946236559139784
10,2,3,0,5,6,9.970674486803519
7,5,3,0,4,5,9.995112414467252
11,2,1,0,6,12,10.019550342130987
5,2,1,0,11,5,10.04398826979472
12,2,1,0,7,10,10.068426197458455
11,2,0,0,6,6,10.092864125122189
10,1,4,0,10,13,10.117302052785924
6,1,1,0,4,9,10.141739980449657
6,3,3,0,2,4,10.166177908113392
6,2,2,0,6,4,10.190615835777125
7,7,1,0,2,6,10.21505376344086
8,6,0,0,10,5,10.239491691104593
5,1,2,0,5,4,10.263929618768328
13,0,2,0,8,12,10.288367546432061
15,0,4,0,6,11,10.312805474095796
4,3,2,0,5,7,10.33724340175953
11,3,3,0,8,11,10.361681329423265
8,3,0,0,5,10,10.386119257086998
8,0,2,0,7,12,10.410557184750733
14,1,4,0,8,11,10.434995112414468
6,2,4,0,8,7,10.459433040078201
8,0,4,0,8,8,10.483870967741936
8,6,0,1,5,5,10.50830889540567
9,3,1,0,8,8,10.532746823069404
10,3,5,0,5,10,10.557184750733137
9,2,3,0,4,11,10.581622678396872
6,5,2,0,4,8,10.606060606060606
10,2,3,0,4,5,10.63049853372434
9,2,2,0,6,6,10.654936461388074
11,2,1,0,6,13,10.679374389051809
9,2,1,0,10,3,10.703812316715542
12,3,4,0,9,4,10.728250244379277
5,2,10,0,6,8,10.75268817204301
7,5,3,0,11,5,10.777126099706745
5,3,2,0,4,13,10.801564027370478
13,5,3,0,5,8,10.826001955034213
13,3,2,0,9,12,10.850439882697946
10,2,3,0,9,7,10.874877810361681
9,1,3,0,10,12,10.899315738025415
10,2,1,0,5,4,10.92375366568915
3,1,3,0,7,7,10.948191593352883
12,4,2,0,5,6,10.972629521016618
8,2,3,0,12,5,10.997067448680351
6,4,4,0,7,9,11.021505376344086
6,2,1,0,5,15,11.04594330400782
12,3,2,0,3,9,11.070381231671554
9,2,2,1,2,7,11.094819159335287
10,2,2,0,6,12,11.119257086999022
5,1,1,0,6,11,11.143695014662756
9,3,3,0,7,11,11.16813294232649
10,4,3,0,5,9,11.192570869990224
9,1,3,0,4,7,11.217008797653959
9,1,2,0,3,6,11.241446725317692
10,2,2,0,8,8,11.265884652981427
12,4,6,0,4,7,11.29032258064516
9,4,4,0,6,10,11.314760508308895
11,5,4,0,5,6,11.339198435972628
11,2,0,0,3,10,11.363636363636363
10,7,2,0,5,8,11.388074291300097
5,7,0,0,7,9,11.412512218963832
8,3,3,0,4,4,11.436950146627565
8,4,1,0,6,5,11.4613880742913
11,1,2,0,7,7,11.485826001955035
9,2,3,0,5,6,11.510263929618768
11,3,2,0,3,5,11.534701857282503
10,1,3,0,3,6,11.559139784946236
8,2,1,0,8,9,11.583577712609971
12,0,1,0,4,12,11.608015640273704
11,1,2,0,6,6,11.63245356793744
8,2,2,0,9,9,11.656891495601172
7,3,2,0,11,5,11.681329423264907
9,6,1,0,6,9,11.70576735092864
10,1,1,0,8,6,11.730205278592376
7,3,2,0,5,8,11.754643206256109
14,4,3,1,5,5,11.779081133919844
9,3,2,0,7,3,11.803519061583577
9,5,3,0,7,11,11.827956989247312
14,2,2,0,4,7,11.852394916911045
13,0,2,0,11,7,11.87683284457478
6,5,2,0,4,8,11.901270772238513
6,2,2,0,7,10,11.925708699902248
6,7,2,0,7,8,11.950146627565982
7,6,2,0,7,5,11.974584555229717
4,2,1,0,4,8,11.99902248289345
6,3,2,0,7,7,12.023460410557185
10,2,1,0,6,7,12.047898338220918
7,1,1,0,5,9,12.072336265884653
9,2,1,0,6,9,12.096774193548386
3,5,3,0,3,4,12.121212121212121
5,9,6,0,4,3,12.145650048875854
8,2,1,0,5,9,12.17008797653959
7,2,2,0,5,9,12.194525904203322
7,3,3,0,5,9,12.218963831867057
10,1,2,0,5,6,12.24340175953079
4,1,7,0,6,9,12.267839687194526
9,2,1,0,7,12,12.292277614858259
6,1,1,0,5,5,12.316715542521994
10,4,3,0,5,5,12.341153470185727
10,1,1,0,4,11,12.365591397849462
11,1,2,0,3,9,12.390029325513195
7,2,1,0,6,8,12.41446725317693
5,3,0,0,8,9,12.438905180840663
10,1,2,0,6,9,12.463343108504398
12,2,2,0,10,10,12.487781036168132
