50,47,45,53,49,52,46,51,48,Time
108,22,17,47,75,9,18,118,48,0.0
111,27,11,37,88,12,18,120,52,0.024437927663734114
97,29,11,42,88,9,16,116,45,0.04887585532746823
113,42,10,45,70,9,18,129,61,0.07331378299120234
107,40,13,31,77,3,22,108,47,0.09775171065493646
102,41,14,49,87,12,13,106,49,0.12218963831867058
103,33,16,30,81,21,13,113,46,0.14662756598240467
120,30,13,29,54,12,19,114,47,0.1710654936461388
98,33,14,25,80,10,13,131,61,0.19550342130987292
100,29,9,45,78,13,13,127,58,0.21994134897360704
114,30,12,43,77,17,18,112,63,0.24437927663734116
113,36,11,45,78,14,21,154,40,0.26881720430107525
118,42,16,46,60,9,17,127,47,0.29325513196480935
108,27,11,47,78,8,22,141,51,0.3176930596285435
123,34,8,41,92,14,21,99,57,0.3421309872922776
96,36,7,40,78,14,14,137,53,0.36656891495601174
115,30,13,34,72,13,18,119,60,0.39100684261974583
117,29,13,28,63,11,23,121,45,0.4154447702834799
92,36,10,36,97,13,22,133,62,0.4398826979472141
99,37,20,28,70,11,20,131,57,0.46432062561094817
105,33,21,33,84,12,11,139,51,0.4887585532746823
106,44,7,38,64,13,22,132,51,0.5131964809384164
111,34,15,31,90,19,27,145,54,0.5376344086021505
107,35,19,45,85,11,15,130,59,0.5620723362658846
101,41,14,28,85,11,15,109,55,0.5865102639296187
111,33,18,39,83,13,15,136,53,0.6109481915933529
124,26,14,49,99,13,15,133,53,0.635386119257087
123,28,10,29,77,17,13,118,50,0.6598240469208211
122,34,16,35,90,13,15,114,65,0.6842619745845552
117,32,14,37,92,15,12,129,51,0.7086999022482893
118,34,12,31,89,18,15,127,56,0.7331378299120235
123,35,11,49,96,13,14,102,61,0.7575757575757576
120,38,13,41,86,26,23,139,48,0.7820136852394917
135,34,19,37,65,20,24,138,41,0.8064516129032258
105,41,10,27,91,8,18,126,58,0.8308895405669598
108,42,9,50,101,8,17,147,54,0.855327468230694
113,26,7,47,99,16,16,131,65,0.8797653958944281
117,38,11,43,78,9,16,132,50,0.9042033235581622
135,27,11,41,74,14,17,130,47,0.9286412512218963
135,38,16,38,67,19,15,135,56,0.9530791788856304
121,35,15,58,92,9,13,136,68,0.9775171065493646
122,32,27,50,87,20,21,157,59,1.0019550342130987
109,40,13,41,91,14,19,102,61,1.0263929618768328
121,34,15,43,77,13,20,141,58,1.050830889540567
106,32,13,40,77,13,23,122,45,1.075268817204301
116,40,10,41,89,18,7,101,52,1.099706744868035
125,31,18,47,87,12,26,124,49,1.1241446725317692
115,34,14,38,72,10,21,140,48,1.1485826001955033
114,44,15,45,99,22,31,128,61,1.1730205278592374
134,33,16,37,76,14,19,132,49,1.1974584555229717
106,44,20,48,81,13,14,146,61,1.2218963831867058
130,28,13,47,87,15,21,149,68,1.2463343108504399
101,48,15,41,91,18,24,120,63,1.270772238514174
109,36,16,38,88,18,18,147,56,1.295210166177908
134,39,22,42,99,10,15,139,43,1.3196480938416422
103,23,18,41,95,11,14,139,58,1.3440860215053763
118,32,20,40,97,7,15,125,64,1.3685239491691104
121,34,15,47,94,19,17,126,48,1.3929618768328444
126,35,16,40,84,27,13,129,56,1.4173998044965785
118,39,14,37,94,11,24,125,56,1.4418377321603129
114,29,18,56,73,14,25,153,58,1.466275659824047
107,43,15,52,65,19,32,144,63,1.490713587487781
124,31,17,36,84,13,24,131,59,1.5151515151515151
124,30,18,43,80,16,22,135,52,1.5395894428152492
110,29,22,38,79,11,16,114,42,1.5640273704789833
89,28,10,31,68,6,20,112,41,1.5884652981427174
88,32,11,32,58,9,19,114,47,1.6129032258064515
104,34,9,29,77,5,12,95,45,1.6373411534701856
100,25,12,33,60,16,19,98,46,1.6617790811339197
88,39,10,40,67,13,14,115,39,1.6862170087976538
84,33,13,28,61,6,9,116,41,1.710654936461388
78,23,12,33,73,9,13,107,41,1.7350928641251222
85,34,14,30,66,12,12,94,48,1.7595307917888563
85,35,19,45,83,16,19,113,41,1.7839687194525904
83,19,7,24,70,11,11,109,40,1.8084066471163245
88,27,11,36,51,12,8,103,43,1.8328445747800586
82,27,16,21,62,11,14,105,51,1.8572825024437927
90,22,13,26,74,15,15,110,50,1.8817204301075268
95,30,12,36,69,7,14,116,51,1.9061583577712609
73,35,12,25,61,11,18,97,34,1.930596285434995
87,28,15,39,79,11,12,104,47,1.9550342130987293
79,28,13,36,72,10,11,83,40,1.9794721407624634
91,29,8,31,67,13,21,88,48,2.0039100684261975
96,38,21,30,72,10,17,103,29,2.0283479960899315
96,19,12,31,60,11,18,96,38,2.0527859237536656
94,27,10,33,66,8,14,101,48,2.0772238514173997
89,27,15,23,67,5,24,96,55,2.101661779081134
98,36,16,34,57,13,10,107,42,2.126099706744868
93,21,13,34,62,8,16,104,45,2.150537634408602
94,32,15,34,58,5,13,94,52,2.174975562072336
96,32,18,27,78,9,22,111,39,2.19941348973607
105,29,16,33,80,10,15,134,51,2.2238514173998043
107,48,15,42,75,8,18,129,43,2.2482893450635384
122,29,14,33,92,5,16,158,43,2.2727272727272725
111,48,15,52,88,13,19,152,67,2.2971652003910066
172,38,10,51,115,14,22,197,75,2.3216031280547407
197,54,18,79,135,23,29,245,87,2.3460410557184748
273,75,30,127,191,27,31,306,115,2.3704789833822093
392,78,37,150,247,22,26,410,178,2.3949169110459434
519,164,42,231,328,50,69,590,257,2.4193548387096775
813,206,52,322,482,52,93,858,326,2.4437927663734116
1098,268,69,430,733,57,121,1172,496,2.4682306940371457
1324,363,89,497,942,79,136,1553,636,2.4926686217008798
1746,482,137,557,1211,103,187,1991,771,2.517106549364614
2125,570,155,727,1459,109,216,2326,968,2.541544477028348
2431,595,177,795,1746,142,254,2775,1107,2.565982404692082
2728,711,183,885,1867,175,279,2996,1134,2.590420332355816
2976,773,208,895,2101,174,287,3284,1262,2.6148582600195502
3037,764,227,930,2132,161,297,3390,1337,2.6392961876832843
3182,817,197,933,2145,203,308,3520,1388,2.6637341153470184
3105,839,207,932,2191,166,308,3419,1347,2.6881720430107525
3033,797,222,936,2128,166,293,3522,1318,2.7126099706744866
2949,782,202,934,2175,165,317,3388,1385,2.7370478983382207
3048,770,215,873,2131,146,264,3428,1324,2.761485826001955
2884,745,207,876,2124,158,331,3373,1279,2.785923753665689
2858,731,173,872,2028,164,283,3171,1346,2.810361681329423
2885,767,197,865,2026,155,294,3117,1217,2.834799608993157
2769,692,193,818,2026,158,271,3108,1231,2.859237536656891
2825,683,214,817,2072,156,298,2994,1237,2.8836754643206257
2587,682,182,816,1934,153,253,2908,1219,2.90811339198436
2590,638,188,791,1861,155,264,3018,1154,2.932551319648094
2563,674,165,760,1870,160,278,2926,1125,2.956989247311828
2522,652,186,750,1810,134,259,2886,1083,2.981427174975562
2555,675,177,731,1836,150,253,2955,1154,3.005865102639296
2491,613,187,720,1765,122,279,2731,1051,3.0303030303030303
2443,643,168,789,1738,134,253,2722,1126,3.0547409579667644
2388,645,199,747,1776,135,247,2688,1061,3.0791788856304985
2440,621,192,742,1734,152,242,2615,1074,3.1036168132942326
2367,586,178,705,1787,126,230,2773,1056,3.1280547409579667
2396,627,170,760,1621,110,253,2601,1020,3.1524926686217007
2294,602,158,680,1672,130,260,2642,1015,3.176930596285435
2246,562,140,661,1689,119,251,2590,1089,3.201368523949169
2306,548,168,676,1650,110,213,2569,1002,3.225806451612903
2214,620,153,645,1677,121,198,2502,974,3.250244379276637
2149,585,153,671,1653,125,245,2531,947,3.274682306940371
2164,575,160,681,1580,123,228,2442,972,3.2991202346041053
2171,601,163,654,1568,111,220,2544,964,3.3235581622678394
2202,599,154,652,1586,147,233,2437,966,3.3479960899315735
2137,591,157,681,1549,130,217,2413,969,3.3724340175953076
2164,568,173,678,1556,128,210,2372,909,3.396871945259042
2171,537,159,681,1530,126,223,2359,958,3.421309872922776
2212,584,170,684,1577,113,219,2385,940,3.4457478005865103
2187,578,159,680,1529,128,220,2399,915,3.4701857282502444
2041,560,152,629,1532,123,203,2348,935,3.4946236559139785
2195,525,142,635,1485,119,214,2371,924,3.5190615835777126
2091,510,161,649,1509,113,196,2388,909,3.5434995112414467
2073,570,138,612,1535,117,190,2320,946,3.567937438905181
2094,577,135,604,1425,116,220,2284,923,3.592375366568915
2076,564,134,646,1544,136,213,2283,934,3.616813294232649
2089,541,157,612,1465,112,214,2351,893,3.641251221896383
2053,550,170,611,1477,127,221,2292,887,3.665689149560117
1981,538,152,635,1436,131,203,2236,862,3.6901270772238512
2044,540,141,652,1429,103,197,2274,883,3.7145650048875853
2063,518,146,632,1481,114,207,2202,898,3.7390029325513194
1947,519,157,582,1441,126,194,2272,838,3.7634408602150535
2010,537,138,653,1455,129,213,2182,931,3.7878787878787876
1978,501,141,580,1449,106,199,2191,907,3.8123167155425217
2019,515,151,604,1413,122,208,2148,878,3.836754643206256
2016,478,152,610,1392,119,190,2247,853,3.86119257086999
1965,518,130,618,1405,129,210,2117,851,3.885630498533724
1983,504,136,604,1420,98,209,2139,867,3.9100684261974585
2014,496,137,614,1403,110,188,2157,917,3.9345063538611926
1972,500,119,567,1324,128,208,2176,856,3.9589442815249267
2030,532,141,639,1354,108,195,2141,876,3.983382209188661
1943,523,153,622,1350,95,171,2138,859,4.007820136852395
1899,515,127,572,1373,111,208,2081,849,4.032258064516129
1982,468,146,596,1434,101,210,2181,849,4.056695992179863
1929,533,139,575,1277,104,197,2224,820,4.081133919843597
1857,480,144,578,1301,112,214,2149,905,4.105571847507331
1861,487,134,595,1300,101,189,2083,816,4.130009775171065
1923,472,127,615,1310,104,178,2089,851,4.1544477028347995
1834,479,132,550,1340,113,171,2144,795,4.178885630498534
1858,459,142,532,1282,102,176,2132,801,4.203323558162268
1792,440,123,576,1305,98,194,2024,792,4.227761485826002
1879,500,133,549,1314,126,182,2028,809,4.252199413489736
1826,474,145,510,1315,103,180,1998,771,4.27663734115347
1816,465,125,572,1298,124,180,1930,787,4.301075268817204
1800,461,136,514,1264,113,197,1975,818,4.325513196480938
1804,483,131,550,1314,96,207,1943,801,4.349951124144672
1823,450,133,513,1251,94,191,1970,788,4.374389051808406
1782,447,127,563,1286,78,171,2015,784,4.39882697947214
1815,458,130,546,1258,107,175,1947,750,4.4232649071358745
1726,492,115,521,1285,95,175,1937,792,4.447702834799609
1657,475,121,527,1262,88,194,1922,761,4.472140762463343
1696,448,115,520,1280,108,181,1941,761,4.496578690127077
1743,452,131,501,1193,109,186,1846,757,4.521016617790811
1666,409,117,514,1235,90,172,1863,774,4.545454545454545
1735,435,151,505,1212,89,178,1901,753,4.569892473118279
1721,425,122,548,1237,98,171,1880,735,4.594330400782013
1627,454,121,533,1171,94,145,1940,744,4.618768328445747
1641,397,114,522,1192,107,182,1858,724,4.643206256109481
1678,428,142,526,1165,104,158,1901,715,4.667644183773215
1599,429,123,543,1177,109,169,1884,729,4.6920821114369495
1683,442,131,474,1169,88,198,1830,689,4.7165200391006845
1650,442,113,522,1218,89,165,1860,703,4.740957966764419
1565,386,121,488,1196,82,172,1729,672,4.765395894428153
1574,454,135,502,1190,92,176,1846,693,4.789833822091887
1629,438,112,517,1146,97,162,1823,731,4.814271749755621
1632,371,121,505,1226,108,169,1793,699,4.838709677419355
1623,409,123,483,1142,110,175,1868,698,4.863147605083089
1608,446,98,489,1207,101,152,1750,678,4.887585532746823
1647,449,123,466,1158,86,145,1827,732,4.912023460410557
1550,409,125,469,1119,87,162,1748,656,4.936461388074291
1553,414,103,515,1165,90,147,1713,693,4.9608993157380255
1564,438,114,496,1087,95,174,1742,680,4.9853372434017595
1608,400,124,443,1150,92,154,1725,702,5.009775171065494
1518,413,120,503,1156,85,188,1749,655,5.034213098729228
1523,398,109,492,1065,99,141,1706,669,5.058651026392962
1533,384,103,500,1064,94,154,1794,629,5.083088954056696
1518,385,127,492,1109,92,168,1720,679,5.10752688172043
1521,434,117,465,1088,97,167,1769,657,5.131964809384164
1483,367,98,477,1061,83,148,1713,683,5.156402737047898
1539,395,112,457,1035,100,142,1663,664,5.180840664711632
1531,403,113,480,1112,76,154,1617,684,5.205278592375366
1499,397,112,411,1153,80,146,1696,658,5.2297165200391005
1559,386,89,455,1068,82,144,1685,636,5.254154447702835
1499,381,108,502,1018,93,148,1648,647,5.278592375366569
1479,361,112,458,1086,83,130,1576,653,5.303030303030303
1511,396,95,449,1057,103,159,1595,653,5.327468230694037
1477,437,97,478,1101,87,153,1664,616,5.351906158357771
1447,397,116,445,1045,96,139,1612,657,5.376344086021505
1451,360,91,461,1048,101,145,1593,666,5.400782013685239
1412,355,130,454,1020,74,147,1587,637,5.425219941348973
1475,380,87,435,1083,88,138,1585,634,5.449657869012707
1446,372,101,494,1070,80,148,1621,660,5.474095796676441
1411,356,104,471,979,78,137,1555,581,5.4985337243401755
1387,407,104,382,1027,83,147,1562,670,5.52297165200391
1445,368,92,443,990,84,162,1565,635,5.547409579667644
1411,376,108,403,1002,74,147,1504,620,5.571847507331378
1457,371,98,438,920,92,143,1533,655,5.596285434995112
1402,390,85,447,1005,80,152,1540,619,5.620723362658846
1374,371,110,400,1033,91,128,1522,625,5.64516129032258
1374,355,98,432,954,83,154,1557,606,5.669599217986314
1371,374,114,403,992,82,154,1550,634,5.694037145650048
1350,374,89,405,959,80,148,1511,600,5.718475073313782
1358,333,98,416,992,66,123,1519,583,5.742913000977517
1410,341,93,402,1007,82,137,1494,632,5.767350928641251
1333,374,109,418,971,73,153,1505,560,5.7917888563049855
1356,326,90,389,979,62,143,1539,610,5.81622678396872
1334,378,105,393,965,76,140,1490,607,5.840664711632454
1366,364,102,450,906,68,134,1440,585,5.865102639296188
1380,347,94,379,967,77,146,1516,653,5.889540566959922
1322,327,87,427,948,79,151,1447,593,5.913978494623656
1326,334,111,441,933,74,131,1513,569,5.93841642228739
1304,321,93,405,939,66,149,1569,565,5.962854349951124
1342,339,88,387,966,69,120,1444,575,5.987292277614858
1310,306,110,404,950,85,140,1464,574,6.011730205278592
1295,332,108,398,934,75,151,1444,581,6.0361681329423265
1289,334,103,401,905,79,145,1392,543,6.0606060606060606
1326,334,85,423,954,76,131,1462,579,6.085043988269795
1222,286,91,377,995,72,158,1409,552,6.109481915933529
1249,337,80,388,905,85,119,1445,558,6.133919843597263
1244,313,86,388,916,63,155,1458,542,6.158357771260997
1278,314,85,387,965,80,132,1420,567,6.182795698924731
1239,332,84,392,894,63,134,1399,554,6.207233626588465
1186,306,103,395,873,77,163,1412,528,6.231671554252199
1282,296,109,376,882,89,137,1380,540,6.256109481915933
1268,292,87,393,913,73,147,1395,550,6.280547409579667
1225,343,96,374,925,76,140,1356,539,6.3049853372434015
1255,297,92,398,882,77,150,1390,578,6.329423264907136
1158,315,99,380,910,70,130,1340,538,6.35386119257087
1259,289,109,374,843,76,116,1395,538,6.378299120234604
1196,335,103,407,855,81,116,1362,519,6.402737047898338
1183,279,95,397,867,62,119,1304,495,6.427174975562072
1186,326,98,364,844,74,112,1347,520,6.451612903225806
1200,323,84,384,875,68,116,1354,508,6.47605083088954
1222,301,109,362,824,74,119,1425,542,6.500488758553274
1195,313,91,361,853,69,121,1313,496,6.524926686217008
1191,348,94,369,899,63,112,1310,527,6.549364613880742
1194,293,93,352,856,75,117,1324,528,6.5738025415444765
1153,350,85,351,842,57,130,1253,484,6.598240469208211
1144,317,93,362,854,65,102,1281,529,6.622678396871945
1122,289,83,321,856,66,108,1301,536,6.647116324535679
1207,292,86,376,774,90,114,1287,470,6.671554252199413
1165,307,77,361,830,62,117,1318,509,6.695992179863147
1070,307,89,342,825,73,108,1291,478,6.720430107526881
1172,294,78,333,769,59,126,1334,519,6.744868035190615
1168,297,92,363,779,59,129,1301,508,6.769305962854349
1110,312,73,386,835,64,95,1264,522,6.793743890518084
1113,293,86,339,774,65,134,1279,473,6.818181818181818
1111,276,91,325,809,65,109,1199,486,6.842619745845552
1063,293,72,349,786,76,125,1202,464,6.8670576735092865
1115,308,94,333,801,70,108,1273,475,6.891495601173021
1107,273,71,332,782,58,114,1226,496,6.915933528836755
1104,270,85,348,778,68,96,1248,469,6.940371456500489
1102,286,75,343,789,64,110,1205,501,6.964809384164223
1115,281,79,301,766,60,114,1194,535,6.989247311827957
1090,313,69,374,802,66,109,1226,497,7.013685239491691
1090,315,67,325,783,54,125,1227,467,7.038123167155425
1114,273,82,341,733,69,118,1214,440,7.062561094819159
1113,294,72,302,799,65,116,1263,480,7.086999022482893
1090,278,78,308,779,77,116,1160,453,7.1114369501466275
1099,255,83,306,772,61,105,1203,498,7.135874877810362
1024,257,93,323,759,68,95,1196,472,7.160312805474096
1011,289,62,333,730,67,131,1158,469,7.18475073313783
988,275,77,297,799,52,111,1139,459,7.209188660801564
1076,309,65,344,764,58,105,1173,461,7.233626588465298
1051,285,75,309,759,66,104,1181,481,7.258064516129032
1031,277,77,319,768,78,110,1141,444,7.282502443792766
965,264,86,316,700,60,118,1153,455,7.3069403714565
1000,293,83,300,749,59,118,1156,491,7.331378299120234
993,266,85,305,735,56,121,1079,466,7.355816226783968
1061,273,78,321,721,60,89,1076,468,7.3802541544477025
1015,247,73,304,772,56,97,1163,470,7.404692082111437
956,252,70,302,747,69,99,1079,455,7.429130009775171
1007,264,72,321,734,66,105,1135,447,7.453567937438905
950,243,80,302,718,67,107,1119,441,7.478005865102639
966,268,75,297,664,72,98,1102,444,7.502443792766373
950,250,75,312,709,48,116,1071,425,7.526881720430107
978,262,82,323,717,49,106,1195,433,7.551319648093841
977,229,72,311,677,55,99,1040,430,7.575757575757575
953,273,66,274,690,51,96,1128,466,7.600195503421309
953,267,83,310,681,54,87,1082,410,7.624633431085043
927,252,84,303,689,59,115,1122,424,7.6490713587487775
927,258,62,310,708,69,109,1072,417,7.673509286412512
944,253,77,328,690,59,101,1079,392,7.697947214076246
897,257,71,329,698,62,96,1044,415,7.72238514173998
962,227,71,292,716,59,94,1054,388,7.746823069403714
903,228,70,302,674,57,103,1059,424,7.771260997067448
945,248,67,275,673,49,106,1052,395,7.795698924731182
936,257,69,317,614,62,116,1058,416,7.820136852394917
900,240,53,255,717,53,76,1017,408,7.844574780058651
879,262,60,274,640,53,91,1043,375,7.869012707722385
959,261,70,266,663,54,92,985,423,7.893450635386119
947,251,66,288,647,59,99,1063,411,7.9178885630498534
951,247,78,304,656,61,98,1019,387,7.9423264907135875
893,230,72,288,627,44,116,1047,401,7.966764418377322
897,219,66,258,614,64,101,955,372,7.991202346041056
882,217,60,278,642,57,85,983,401,8.01564027370479
951,222,62,280,636,59,94,950,403,8.040078201368523
898,249,70,242,612,63,97,1066,391,8.064516129032258
806,223,78,260,636,34,90,1055,418,8.088954056695991
