,pe-1-4-0,pe-1-2-2,pe-1-1-3,pe-1-3-1,pe-1-0-4,Time,AF
509,11,39,40,13,47,12.438905180840663,7
510,4,30,40,20,49,12.463343108504398,4
511,5,30,49,14,47,12.487781036168132,7
512,12,38,37,19,49,12.512218963831867,6
513,7,40,45,19,54,12.536656891495602,9
514,5,43,39,9,39,12.561094819159335,10
515,13,41,39,19,52,12.58553274682307,9
516,6,47,46,25,37,12.609970674486803,7
517,13,40,35,17,39,12.634408602150538,8
518,8,37,50,13,52,12.658846529814271,9
519,10,38,43,21,43,12.683284457478006,4
520,13,39,31,16,58,12.70772238514174,4
521,9,46,30,14,45,12.732160312805474,13
522,5,37,36,20,43,12.756598240469208,5
523,5,34,36,18,44,12.781036168132943,3
524,15,33,41,18,54,12.805474095796676,7
525,9,36,42,16,50,12.82991202346041,10
526,8,27,25,19,47,12.854349951124144,10
527,8,41,34,11,46,12.878787878787879,8
528,5,38,36,11,52,12.903225806451612,3
529,5,33,31,12,46,12.927663734115347,7
530,8,35,28,7,52,12.95210166177908,7
531,7,34,36,14,50,12.976539589442815,10
532,9,38,48,19,46,13.000977517106548,9
533,15,26,34,14,58,13.025415444770283,4
534,6,31,46,14,39,13.049853372434017,6
535,9,25,33,17,50,13.074291300097752,4
536,8,42,37,16,33,13.098729227761485,9
537,8,33,40,16,44,13.12316715542522,10
538,9,40,36,22,35,13.147605083088953,12
539,5,31,42,12,43,13.172043010752688,9
540,11,34,24,12,39,13.196480938416421,10
541,18,40,29,17,47,13.220918866080156,5
542,7,33,34,16,57,13.24535679374389,8
543,7,44,27,12,39,13.269794721407624,10
544,11,37,30,12,50,13.294232649071358,2
545,12,29,35,13,44,13.318670576735093,7
546,11,33,34,12,40,13.343108504398826,6
547,4,30,32,17,41,13.36754643206256,5
548,6,40,40,16,41,13.391984359726294,6
549,10,25,39,8,33,13.416422287390029,9
550,9,31,39,18,41,13.440860215053762,5
551,5,31,27,10,42,13.465298142717497,11
552,5,40,28,12,41,13.48973607038123,10
553,9,34,41,15,31,13.514173998044965,5
554,7,30,29,13,50,13.538611925708699,10
555,6,25,36,14,30,13.563049853372434,10
556,3,42,38,13,39,13.587487781036168,14
557,4,30,35,10,44,13.611925708699902,12
558,11,36,33,16,44,13.636363636363637,11
559,6,33,31,17,37,13.66080156402737,5
560,8,21,36,12,43,13.685239491691105,5
561,9,39,29,17,40,13.709677419354838,9
562,5,34,36,16,36,13.734115347018573,10
563,8,27,27,20,34,13.758553274682306,11
564,4,28,42,12,29,13.782991202346041,11
565,11,29,45,16,37,13.807429130009774,13
566,9,35,35,15,36,13.83186705767351,11
567,5,29,38,16,53,13.856304985337243,7
568,12,24,25,19,36,13.880742913000978,10
569,8,33,26,14,35,13.90518084066471,13
570,5,24,39,15,48,13.929618768328446,7
571,8,26,24,14,37,13.954056695992179,7
572,4,25,23,26,36,13.978494623655914,7
573,11,43,29,16,38,14.002932551319647,9
574,20,26,25,11,50,14.027370478983382,4
575,9,23,34,11,32,14.051808406647115,8
576,5,26,31,13,33,14.07624633431085,6
577,13,25,31,13,34,14.100684261974584,10
578,12,30,40,16,34,14.125122189638319,7
579,5,29,36,11,43,14.149560117302052,9
580,13,26,43,20,37,14.173998044965787,5
581,6,33,32,5,31,14.19843597262952,10
582,9,34,29,13,29,14.222873900293255,11
583,6,26,31,11,34,14.247311827956988,7
584,3,21,31,13,33,14.271749755620723,5
585,6,33,24,15,38,14.296187683284456,9
586,10,25,35,18,39,14.320625610948191,7
587,8,27,31,8,36,14.345063538611925,8
588,4,26,38,15,30,14.36950146627566,6
589,8,28,29,16,40,14.393939393939393,8
590,7,32,25,6,40,14.418377321603128,6
591,10,28,33,20,32,14.442815249266861,9
592,9,23,30,9,34,14.467253176930596,5
593,5,28,23,10,36,14.491691104594329,4
594,8,28,29,16,37,14.516129032258064,3
595,7,20,22,13,35,14.540566959921797,7
596,6,24,31,15,40,14.565004887585532,7
597,4,19,28,15,39,14.589442815249265,6
598,8,20,24,12,34,14.613880742913,11
599,4,39,24,12,30,14.638318670576735,8
600,6,29,30,14,30,14.662756598240469,6
601,12,33,27,9,39,14.687194525904204,15
602,11,25,23,15,33,14.711632453567937,8
603,7,41,32,11,38,14.736070381231672,11
604,11,25,32,19,29,14.760508308895405,4
605,12,25,30,12,30,14.78494623655914,6
606,5,28,37,15,43,14.809384164222873,7
607,6,22,27,12,43,14.833822091886608,10
608,11,30,35,11,30,14.858260019550341,14
609,9,25,25,15,39,14.882697947214076,15
610,9,19,28,16,30,14.90713587487781,9
611,10,25,23,13,41,14.931573802541545,6
612,12,26,20,12,35,14.956011730205278,10
613,5,24,30,9,33,14.980449657869013,6
614,6,18,22,10,35,15.004887585532746,8
615,5,20,27,6,40,15.029325513196481,4
616,7,28,28,9,30,15.053763440860214,10
617,8,24,24,13,35,15.078201368523949,12
618,7,27,26,12,30,15.102639296187682,7
619,5,20,22,17,19,15.127077223851417,3
620,9,32,27,11,29,15.15151515151515,4
621,7,26,34,14,38,15.175953079178885,8
622,2,26,37,8,30,15.200391006842619,9
623,11,34,28,18,29,15.224828934506354,8
624,10,25,24,10,31,15.249266862170087,9
625,10,21,31,13,20,15.273704789833822,10
626,10,29,29,7,42,15.298142717497555,7
627,6,31,33,19,24,15.32258064516129,14
628,11,21,33,11,38,15.347018572825023,6
629,6,24,28,10,36,15.371456500488758,7
630,11,28,28,21,22,15.395894428152491,12
631,3,28,22,12,32,15.420332355816226,6
632,7,19,26,11,25,15.44477028347996,7
633,7,29,24,12,50,15.469208211143695,4
634,11,33,37,14,29,15.493646138807428,4
635,6,23,22,14,24,15.518084066471163,4
636,6,31,23,15,28,15.542521994134896,5
637,5,27,27,18,40,15.566959921798631,11
638,10,26,25,11,35,15.591397849462364,7
639,9,27,19,16,27,15.6158357771261,16
640,11,22,24,14,27,15.640273704789834,5
641,4,24,32,7,24,15.664711632453567,6
642,6,19,25,9,30,15.689149560117302,7
643,14,21,23,14,20,15.713587487781036,7
644,11,25,26,18,30,15.73802541544477,14
645,7,20,24,11,39,15.762463343108504,11
646,10,28,22,19,29,15.786901270772239,9
647,5,15,26,11,26,15.811339198435972,12
648,2,23,20,19,26,15.835777126099707,10
649,8,26,20,12,28,15.86021505376344,9
650,7,20,28,13,23,15.884652981427175,11
651,8,17,26,13,30,15.909090909090908,12
652,9,17,21,12,30,15.933528836754643,7
653,8,30,24,14,33,15.957966764418376,10
654,13,22,20,15,21,15.982404692082111,10
655,11,20,23,5,32,16.006842619745846,10
656,6,23,24,10,24,16.03128054740958,6
657,7,21,20,15,31,16.055718475073313,13
658,8,23,26,12,33,16.080156402737046,10
659,8,20,18,12,26,16.104594330400783,9
660,5,24,30,9,28,16.129032258064516,13
661,9,28,19,16,26,16.15347018572825,9
662,13,33,20,7,26,16.177908113391982,14
663,9,28,21,11,30,16.20234604105572,6
664,12,26,19,18,33,16.226783968719452,6
665,6,18,22,18,23,16.251221896383186,14
666,6,23,26,10,35,16.27565982404692,9
667,11,20,26,6,31,16.300097751710656,7
668,13,24,19,15,31,16.32453567937439,4
669,8,18,24,13,25,16.348973607038122,8
670,8,22,15,8,23,16.373411534701855,4
671,10,23,15,14,27,16.397849462365592,7
672,8,22,26,14,27,16.422287390029325,7
673,8,21,12,16,30,16.44672531769306,7
674,5,20,11,13,26,16.47116324535679,5
675,6,24,33,17,19,16.49560117302053,6
676,8,31,22,10,27,16.52003910068426,8
677,6,25,23,10,33,16.544477028347995,10
678,11,17,28,19,26,16.568914956011728,12
679,9,20,24,10,30,16.593352883675465,8
680,5,14,24,12,27,16.617790811339198,10
681,5,22,16,10,17,16.64222873900293,9
682,10,23,17,12,34,16.666666666666664,10
683,5,26,28,15,28,16.6911045943304,14
684,3,12,20,12,17,16.715542521994134,4
685,4,19,17,8,24,16.739980449657867,5
686,7,14,17,15,25,16.764418377321604,13
687,6,28,23,20,35,16.788856304985337,11
688,7,26,15,12,26,16.81329423264907,11
689,5,15,22,7,26,16.837732160312804,5
690,8,27,20,8,29,16.86217008797654,5
691,5,20,19,6,32,16.886608015640274,7
692,6,25,24,14,29,16.911045943304007,14
693,10,15,27,11,22,16.93548387096774,14
694,8,16,23,10,36,16.959921798631477,8
695,8,18,21,2,22,16.98435972629521,13
696,12,17,25,9,29,17.008797653958943,8
697,8,22,22,12,29,17.033235581622677,0
698,6,24,26,17,24,17.057673509286413,7
699,6,19,18,12,23,17.082111436950147,7
700,8,24,22,15,26,17.10654936461388,8
701,7,15,17,17,16,17.130987292277613,11
702,7,19,23,18,24,17.15542521994135,7
703,2,11,23,8,22,17.179863147605083,8
704,9,24,25,7,20,17.204301075268816,5
705,13,20,23,15,17,17.22873900293255,4
706,7,21,19,7,25,17.253176930596286,6
707,8,17,25,6,25,17.27761485826002,6
708,11,18,22,11,23,17.302052785923753,6
709,3,20,27,7,24,17.326490713587486,7
710,6,20,25,15,26,17.350928641251222,5
711,11,23,25,13,24,17.375366568914956,7
712,10,26,19,8,29,17.39980449657869,10
713,8,18,19,7,20,17.424242424242422,14
714,3,14,16,10,22,17.44868035190616,11
715,7,14,21,7,38,17.473118279569892,7
716,12,12,17,8,31,17.497556207233625,3
717,4,19,17,7,28,17.52199413489736,7
718,5,21,26,11,36,17.546432062561095,11
719,5,26,23,3,20,17.57086999022483,9
720,11,20,19,11,23,17.59530791788856,9
721,10,18,31,13,22,17.619745845552295,8
722,5,30,19,13,17,17.64418377321603,6
723,8,21,23,9,31,17.668621700879765,3
724,6,20,21,7,18,17.693059628543498,3
725,6,16,12,14,15,17.71749755620723,3
726,5,20,16,9,26,17.741935483870968,15
727,7,14,22,9,32,17.7663734115347,4
728,9,19,23,11,23,17.790811339198434,8
729,6,16,19,7,19,17.81524926686217,7
730,9,19,25,14,18,17.839687194525904,7
731,8,12,25,9,25,17.864125122189638,7
732,12,13,18,9,23,17.88856304985337,8
733,12,18,14,7,19,17.913000977517108,2
734,8,17,19,6,27,17.93743890518084,4
735,7,17,24,9,23,17.961876832844574,13
736,10,18,20,11,21,17.986314760508307,5
737,3,17,27,11,20,18.010752688172044,6
738,6,23,20,7,16,18.035190615835777,11
739,8,13,18,5,18,18.05962854349951,8
740,9,23,16,8,21,18.084066471163244,5
741,11,14,19,14,20,18.10850439882698,11
742,8,21,20,7,26,18.132942326490713,12
743,4,20,23,11,21,18.157380254154447,5
744,8,16,18,7,21,18.18181818181818,8
745,6,14,14,7,19,18.206256109481917,9
746,3,24,18,7,24,18.23069403714565,10
747,8,22,18,6,21,18.255131964809383,11
748,2,25,24,10,24,18.279569892473116,8
749,7,21,30,9,30,18.304007820136853,11
750,10,15,17,10,25,18.328445747800586,4
751,7,21,17,9,24,18.35288367546432,11
752,7,16,23,7,22,18.377321603128053,4
753,7,23,12,7,18,18.40175953079179,5
754,15,19,23,11,19,18.426197458455523,8
755,6,18,15,5,17,18.450635386119256,9
756,10,19,16,15,19,18.47507331378299,10
757,13,26,23,14,22,18.499511241446726,10
758,5,12,28,13,23,18.52394916911046,10
759,12,27,19,4,10,18.548387096774192,11
760,9,13,19,14,20,18.572825024437925,9
761,6,12,21,13,21,18.597262952101662,5
762,5,22,20,7,32,18.621700879765395,7
763,13,16,16,9,21,18.64613880742913,10
764,8,16,15,14,16,18.67057673509286,5
765,2,18,32,11,28,18.6950146627566,9
766,8,19,24,12,31,18.71945259042033,8
767,9,17,16,11,24,18.743890518084065,5
768,9,18,24,10,17,18.768328445747798,6
769,13,26,20,9,17,18.792766373411535,14
770,8,12,26,11,17,18.817204301075268,7
771,8,14,15,10,23,18.841642228739,7
772,6,16,22,12,21,18.866080156402738,5
773,6,19,17,11,23,18.89051808406647,8
774,7,25,26,12,21,18.914956011730204,11
775,5,19,18,9,25,18.939393939393938,6
776,7,13,21,7,24,18.963831867057674,7
777,8,27,10,11,17,18.988269794721408,4
778,4,14,17,8,17,19.01270772238514,5
779,8,20,13,8,28,19.037145650048874,10
780,6,24,21,10,21,19.06158357771261,7
781,1,17,19,7,25,19.086021505376344,8
782,4,14,18,12,19,19.110459433040077,4
783,5,14,17,18,19,19.13489736070381,4
784,9,22,19,7,18,19.159335288367547,7
785,10,17,9,10,25,19.18377321603128,7
786,6,14,19,13,26,19.208211143695014,14
787,8,25,28,9,21,19.232649071358747,8
788,8,14,18,11,25,19.257086999022484,9
789,9,18,22,4,21,19.281524926686217,8
790,9,22,15,10,15,19.30596285434995,12
791,7,16,13,12,25,19.330400782013683,8
792,3,9,15,7,23,19.35483870967742,6
793,6,15,15,12,19,19.379276637341153,6
794,8,16,18,16,24,19.403714565004886,11
795,7,15,13,15,16,19.42815249266862,4
796,7,16,18,9,16,19.452590420332356,8
797,8,15,15,8,17,19.47702834799609,8
798,9,10,12,6,22,19.501466275659823,10
799,5,25,14,7,24,19.525904203323556,3
800,2,18,12,11,26,19.550342130987293,6
801,8,10,20,10,20,19.574780058651026,13
802,6,10,15,8,23,19.59921798631476,7
803,7,16,9,11,17,19.623655913978492,8
804,7,17,14,10,24,19.64809384164223,9
805,7,15,20,9,24,19.672531769305962,7
806,9,20,15,10,13,19.696969696969695,9
807,4,11,9,11,24,19.72140762463343,8
808,5,16,22,14,22,19.745845552297165,10
809,7,16,12,12,20,19.7702834799609,7
810,6,9,14,6,20,19.794721407624632,5
811,7,16,14,6,19,19.81915933528837,8
812,7,20,11,12,14,19.843597262952102,5
813,14,16,12,9,23,19.868035190615835,7
814,9,12,17,13,15,19.892473118279568,8
815,6,22,13,10,17,19.916911045943305,7
816,6,9,15,7,13,19.941348973607038,7
817,7,12,16,13,24,19.96578690127077,7
818,8,12,21,7,19,19.990224828934505,8
819,10,17,12,3,18,20.01466275659824,7
820,13,17,8,14,15,20.039100684261975,10
821,6,16,20,9,16,20.063538611925708,5
822,7,15,17,5,15,20.08797653958944,7
823,9,24,17,11,20,20.112414467253178,6
824,9,24,18,15,18,20.13685239491691,14
825,8,17,13,10,21,20.161290322580644,10
826,4,17,18,5,19,20.185728250244377,10
827,6,15,13,9,13,20.210166177908114,10
828,12,12,15,13,12,20.234604105571847,11
829,8,18,18,10,17,20.25904203323558,10
830,11,13,13,10,15,20.283479960899314,3
831,9,12,14,9,13,20.30791788856305,8
832,7,12,17,7,21,20.332355816226784,4
833,3,13,24,7,24,20.356793743890517,7
834,7,14,24,8,22,20.38123167155425,5
835,7,12,11,6,15,20.405669599217987,12
836,13,20,16,8,18,20.43010752688172,6
837,14,15,16,11,17,20.454545454545453,12
838,7,16,18,10,15,20.478983382209186,7
839,5,14,11,11,12,20.503421309872923,6
840,8,12,16,6,12,20.527859237536656,9
841,9,16,18,11,17,20.55229716520039,8
842,5,12,21,6,13,20.576735092864123,8
843,6,14,9,7,19,20.60117302052786,6
844,7,16,12,7,14,20.625610948191593,8
845,10,12,17,15,14,20.650048875855326,8
846,7,21,12,5,13,20.67448680351906,6
847,7,19,15,8,23,20.698924731182796,7
848,4,16,9,6,23,20.72336265884653,8
849,12,8,22,6,17,20.747800586510262,7
850,8,13,13,8,15,20.772238514173996,7
851,8,17,15,5,13,20.796676441837732,8
852,7,12,19,5,21,20.821114369501466,7
853,6,20,21,13,18,20.8455522971652,7
854,6,21,16,8,19,20.869990224828936,8
855,9,11,25,9,18,20.89442815249267,12
856,10,17,14,9,15,20.918866080156402,5
857,6,8,16,10,26,20.943304007820135,10
858,5,12,10,10,17,20.967741935483872,7
859,6,24,17,11,8,20.992179863147605,6
860,3,23,16,7,11,21.01661779081134,8
861,8,15,15,8,14,21.04105571847507,7
862,8,11,11,16,12,21.06549364613881,14
863,8,14,13,7,14,21.08993157380254,7
864,11,19,16,10,13,21.114369501466275,5
865,6,12,19,13,15,21.138807429130008,8
866,5,13,10,13,15,21.163245356793745,8
867,7,14,9,9,17,21.187683284457478,5
868,6,9,15,9,14,21.21212121212121,9
869,7,14,14,15,14,21.236559139784944,5
870,8,11,13,5,10,21.26099706744868,9
871,3,12,14,7,18,21.285434995112414,3
872,7,13,16,3,18,21.309872922776147,7
873,4,14,10,10,12,21.33431085043988,8
874,5,12,18,9,18,21.358748778103617,9
875,10,18,11,6,19,21.38318670576735,8
876,10,7,11,14,14,21.407624633431084,12
877,7,13,7,9,17,21.432062561094817,9
878,11,14,12,13,17,21.456500488758554,11
879,11,19,14,4,17,21.480938416422287,9
880,8,17,13,12,18,21.50537634408602,11
881,3,16,14,12,18,21.529814271749753,14
882,14,11,18,8,17,21.55425219941349,14
883,12,19,17,19,9,21.578690127077223,16
884,8,22,22,14,20,21.603128054740957,15
885,8,26,17,11,12,21.62756598240469,22
886,6,19,22,13,13,21.652003910068427,28
887,17,18,18,13,14,21.67644183773216,39
888,20,21,18,16,19,21.700879765395893,33
889,24,15,20,20,18,21.725317693059626,36
890,27,27,35,25,14,21.749755620723363,70
891,37,25,22,26,18,21.774193548387096,63
892,40,30,32,23,17,21.79863147605083,93
893,41,34,23,38,18,21.823069403714562,102
894,58,41,42,43,17,21.8475073313783,139
895,87,60,53,48,18,21.871945259042032,161
896,123,52,63,85,14,21.896383186705766,263
897,153,99,95,106,17,21.920821114369502,350
898,286,151,121,200,20,21.945259042033236,576
899,380,208,216,264,30,21.96969696969697,865
900,582,315,325,395,31,21.994134897360702,1458
901,956,506,514,610,34,22.01857282502444,2134
902,1351,719,690,858,55,22.043010752688172,3161
903,1901,972,962,1170,68,22.067448680351905,4389
904,2405,1260,1213,1477,103,22.09188660801564,5747
905,2939,1575,1503,1788,136,22.116324535679375,6810
906,3294,1676,1685,2123,152,22.14076246334311,7612
907,3420,1715,1829,2200,160,22.16520039100684,7924
908,3317,1746,1712,2030,209,22.189638318670575,7557
909,2962,1592,1528,1825,240,22.21407624633431,6947
910,2508,1246,1341,1495,262,22.238514173998045,5969
911,1927,1066,1118,1227,234,22.262952101661778,4772
912,1478,883,946,979,267,22.28739002932551,3708
913,1054,685,758,703,262,22.311827956989248,2749
914,819,536,621,569,257,22.33626588465298,2047
915,560,456,509,401,266,22.360703812316714,1553
916,403,405,445,347,290,22.385141739980448,1107
917,320,333,389,276,231,22.409579667644184,900
918,256,338,302,231,253,22.434017595307918,603
919,166,326,297,206,238,22.45845552297165,476
920,146,281,312,180,251,22.482893450635384,395
921,126,288,266,157,245,22.50733137829912,356
922,98,272,279,159,238,22.531769305962854,257
923,103,260,261,120,274,22.556207233626587,259
924,87,234,270,129,249,22.58064516129032,176
925,98,234,226,131,253,22.605083088954057,186
926,78,250,235,118,237,22.62952101661779,147
927,74,241,230,96,252,22.653958944281523,121
928,71,225,257,99,228,22.678396871945257,115
929,62,226,228,113,218,22.702834799608993,96
930,61,221,190,120,247,22.727272727272727,78
931,58,238,213,125,225,22.75171065493646,87
932,58,195,215,114,220,22.776148582600193,86
933,47,216,221,96,188,22.80058651026393,88
934,62,223,234,106,205,22.825024437927663,79
935,50,206,187,104,218,22.849462365591396,73
936,43,202,222,95,212,22.87390029325513,75
937,52,192,205,130,217,22.898338220918866,71
938,45,222,211,127,214,22.9227761485826,71
939,53,204,203,105,227,22.947214076246333,80
940,46,209,195,85,195,22.97165200391007,83
941,45,225,200,102,216,22.996089931573803,84
942,53,233,200,106,203,23.020527859237536,83
943,49,170,188,101,213,23.04496578690127,101
944,61,201,189,99,218,23.069403714565006,103
945,61,235,194,106,211,23.09384164222874,122
946,59,201,226,105,194,23.118279569892472,104
947,65,220,212,126,204,23.142717497556205,119
948,72,200,204,109,196,23.167155425219942,130
949,72,214,227,123,204,23.191593352883675,141
950,76,196,208,115,214,23.21603128054741,117
951,66,187,213,132,178,23.24046920821114,112
952,79,228,191,103,206,23.26490713587488,114
953,53,188,176,117,195,23.28934506353861,114
954,68,220,204,95,200,23.313782991202345,106
955,47,165,178,97,202,23.338220918866078,103
956,45,205,197,92,187,23.362658846529815,74
957,43,168,173,82,180,23.387096774193548,68
958,41,156,172,87,197,23.41153470185728,49
959,45,206,170,89,203,23.435972629521014,53
960,51,208,205,90,246,23.46041055718475,47
961,46,253,254,126,314,23.484848484848484,55
962,42,263,245,114,311,23.509286412512218,47
963,49,235,284,114,282,23.53372434017595,60
964,35,246,246,111,286,23.558162267839688,54
965,38,274,255,108,285,23.58260019550342,51
966,45,214,248,112,312,23.607038123167154,45
967,51,267,267,105,281,23.631476050830887,49
968,42,253,247,104,303,23.655913978494624,54
969,48,223,227,116,290,23.680351906158357,47
970,31,217,234,103,282,23.70478983382209,34
971,32,215,224,110,272,23.729227761485824,40
972,34,232,240,96,258,23.75366568914956,38
973,49,221,249,89,271,23.778103616813294,39
974,40,206,210,72,268,23.802541544477027,25
975,29,221,214,111,229,23.82697947214076,27
976,35,218,224,111,244,23.851417399804497,31
977,28,191,203,75,248,23.87585532746823,36
978,30,193,185,73,229,23.900293255131963,28
979,36,217,214,77,239,23.924731182795696,20
980,34,207,235,102,243,23.949169110459433,23
981,24,194,203,104,229,23.973607038123166,36
982,17,171,206,105,248,23.9980449657869,29
983,28,186,217,97,215,24.022482893450636,20
984,28,203,228,74,226,24.04692082111437,27
985,34,179,210,72,212,24.071358748778103,32
986,32,183,195,103,220,24.095796676441836,25
987,20,171,189,83,237,24.120234604105573,27
988,26,195,176,89,235,24.144672531769306,25
989,21,195,189,78,239,24.16911045943304,23
990,28,179,203,82,235,24.193548387096772,17
991,32,195,193,85,223,24.21798631476051,21
992,20,198,198,84,219,24.242424242424242,31
993,23,168,193,71,221,24.266862170087975,21
994,31,179,179,75,189,24.29130009775171,21
995,20,167,195,63,173,24.315738025415445,18
996,26,160,174,75,223,24.34017595307918,23
997,30,149,169,78,215,24.364613880742912,18
998,20,187,158,73,195,24.389051808406645,26
999,20,170,161,80,179,24.41348973607038,15
1000,17,160,154,69,198,24.437927663734115,18
1001,29,155,146,68,163,24.462365591397848,6
1002,30,129,188,76,192,24.48680351906158,17
1003,19,137,183,83,174,24.511241446725318,20
1004,17,166,163,54,181,24.53567937438905,15
1005,25,155,157,72,164,24.560117302052785,21
1006,25,133,166,74,187,24.584555229716518,18
1007,22,166,160,70,172,24.608993157380255,12
1008,26,167,128,85,186,24.633431085043988,18
1009,20,140,143,66,175,24.65786901270772,15
1010,15,155,143,64,188,24.682306940371454,12
1011,25,134,140,51,171,24.70674486803519,21
1012,19,148,162,64,161,24.731182795698924,13
1013,26,133,147,67,192,24.755620723362657,21
1014,18,131,144,68,164,24.78005865102639,9
1015,18,151,136,50,179,24.804496578690127,17
1016,22,109,135,52,165,24.82893450635386,12
1017,21,134,149,53,159,24.853372434017594,10
1018,20,121,112,52,181,24.877810361681327,13
1019,16,133,111,39,167,24.902248289345064,20
1020,21,117,121,60,174,24.926686217008797,17
1021,23,136,130,62,152,24.95112414467253,10
1022,28,143,136,53,154,24.975562072336263,15
1023,22,118,140,53,141,25.0,8
