,pe-3-2,pe-1-2,pe-1-1,52,pe-1-4,Time,AF
513,21,35,39,26,54,12.536656891495602,9
514,22,46,42,24,39,12.561094819159335,10
515,28,36,35,20,52,12.58553274682307,9
516,30,39,35,28,37,12.609970674486803,7
517,30,36,35,21,39,12.634408602150538,8
518,34,28,35,32,52,12.658846529814271,9
519,26,31,47,27,43,12.683284457478006,4
520,20,37,32,32,58,12.70772238514174,4
521,32,31,39,23,45,12.732160312805474,13
522,24,30,34,29,43,12.756598240469208,5
523,28,44,39,21,44,12.781036168132943,3
524,40,42,33,23,54,12.805474095796676,7
525,25,38,24,40,50,12.82991202346041,10
526,30,43,26,31,47,12.854349951124144,10
527,31,33,33,34,46,12.878787878787879,8
528,21,41,35,32,52,12.903225806451612,3
529,28,37,22,34,46,12.927663734115347,7
530,27,43,32,23,52,12.95210166177908,7
531,30,39,34,22,50,12.976539589442815,10
532,23,40,30,18,46,13.000977517106548,9
533,37,42,30,24,58,13.025415444770283,4
534,28,25,40,31,39,13.049853372434017,6
535,23,26,34,28,50,13.074291300097752,4
536,28,41,29,26,33,13.098729227761485,9
537,29,37,27,28,44,13.12316715542522,10
538,29,43,24,27,35,13.147605083088953,12
539,27,39,29,24,43,13.172043010752688,9
540,27,37,24,22,39,13.196480938416421,10
541,34,46,29,31,47,13.220918866080156,5
542,18,43,25,24,57,13.24535679374389,8
543,26,36,21,26,39,13.269794721407624,10
544,18,31,36,22,50,13.294232649071358,2
545,21,38,28,24,44,13.318670576735093,7
546,18,40,38,19,40,13.343108504398826,6
547,11,34,32,37,41,13.36754643206256,5
548,25,43,29,27,41,13.391984359726294,6
549,27,38,31,21,33,13.416422287390029,9
550,30,27,29,31,41,13.440860215053762,5
551,24,30,34,31,42,13.465298142717497,11
552,15,36,25,25,41,13.48973607038123,10
553,25,42,22,21,31,13.514173998044965,5
554,23,36,37,21,50,13.538611925708699,10
555,22,42,22,24,30,13.563049853372434,10
556,24,33,26,36,39,13.587487781036168,14
557,20,29,37,33,44,13.611925708699902,12
558,20,33,15,26,44,13.636363636363637,11
559,24,25,39,27,37,13.66080156402737,5
560,13,27,22,29,43,13.685239491691105,5
561,37,31,33,20,40,13.709677419354838,9
562,18,32,28,22,36,13.734115347018573,10
563,22,43,33,24,34,13.758553274682306,11
564,18,40,29,29,29,13.782991202346041,11
565,24,29,23,18,37,13.807429130009774,13
566,20,27,35,27,36,13.83186705767351,11
567,23,29,28,21,53,13.856304985337243,7
568,21,39,35,27,36,13.880742913000978,10
569,19,29,29,26,35,13.90518084066471,13
570,18,31,31,24,48,13.929618768328446,7
571,23,34,21,24,37,13.954056695992179,7
572,24,27,31,20,36,13.978494623655914,7
573,22,33,25,29,38,14.002932551319647,9
574,11,24,29,22,50,14.027370478983382,4
575,26,38,14,18,32,14.051808406647115,8
576,25,34,23,20,33,14.07624633431085,6
577,17,37,38,20,34,14.100684261974584,10
578,14,32,30,22,34,14.125122189638319,7
579,18,30,31,29,43,14.149560117302052,9
580,23,34,25,36,37,14.173998044965787,5
581,14,29,39,13,31,14.19843597262952,10
582,16,33,30,21,29,14.222873900293255,11
583,16,28,31,22,34,14.247311827956988,7
584,15,35,20,29,33,14.271749755620723,5
585,17,39,32,28,38,14.296187683284456,9
586,22,36,49,26,39,14.320625610948191,7
587,24,28,27,17,36,14.345063538611925,8
588,19,29,24,18,30,14.36950146627566,6
589,20,34,32,18,40,14.393939393939393,8
590,22,32,28,21,40,14.418377321603128,6
591,21,36,27,31,32,14.442815249266861,9
592,18,22,18,18,34,14.467253176930596,5
593,25,30,16,23,36,14.491691104594329,4
594,23,39,36,16,37,14.516129032258064,3
595,27,40,26,20,35,14.540566959921797,7
596,23,50,21,19,40,14.565004887585532,7
597,14,27,32,24,39,14.589442815249265,6
598,19,37,25,25,34,14.613880742913,11
599,21,28,20,24,30,14.638318670576735,8
600,23,22,17,17,30,14.662756598240469,6
601,20,25,33,19,39,14.687194525904204,15
602,20,28,26,29,33,14.711632453567937,8
603,16,30,20,13,38,14.736070381231672,11
604,17,24,27,25,29,14.760508308895405,4
605,23,34,30,23,30,14.78494623655914,6
606,17,26,31,25,43,14.809384164222873,7
607,20,31,28,23,43,14.833822091886608,10
608,8,30,19,23,30,14.858260019550341,14
609,16,31,29,29,39,14.882697947214076,15
610,21,35,28,19,30,14.90713587487781,9
611,18,25,22,18,41,14.931573802541545,6
612,13,27,21,27,35,14.956011730205278,10
613,16,18,13,22,33,14.980449657869013,6
614,19,28,33,26,35,15.004887585532746,8
615,18,33,17,28,40,15.029325513196481,4
616,23,23,22,26,30,15.053763440860214,10
617,19,28,14,19,35,15.078201368523949,12
618,21,40,32,27,30,15.102639296187682,7
619,7,24,19,29,19,15.127077223851417,3
620,20,27,22,23,29,15.15151515151515,4
621,17,11,26,20,38,15.175953079178885,8
622,12,29,25,16,30,15.200391006842619,9
623,24,34,30,24,29,15.224828934506354,8
624,17,24,18,22,31,15.249266862170087,9
625,14,24,25,17,20,15.273704789833822,10
626,13,23,34,17,42,15.298142717497555,7
627,20,32,20,20,24,15.32258064516129,14
628,24,28,22,24,38,15.347018572825023,6
629,14,28,31,24,36,15.371456500488758,7
630,19,26,22,23,22,15.395894428152491,12
631,21,31,22,25,32,15.420332355816226,6
632,21,33,20,19,25,15.44477028347996,7
633,14,24,35,15,50,15.469208211143695,4
634,17,19,20,10,29,15.493646138807428,4
635,17,30,29,19,24,15.518084066471163,4
636,20,26,20,19,28,15.542521994134896,5
637,12,17,33,23,40,15.566959921798631,11
638,8,31,24,17,35,15.591397849462364,7
639,21,30,23,21,27,15.6158357771261,16
640,20,27,34,21,27,15.640273704789834,5
641,15,23,31,14,24,15.664711632453567,6
642,30,21,14,26,30,15.689149560117302,7
643,19,29,38,20,20,15.713587487781036,7
644,20,31,21,18,30,15.73802541544477,14
645,28,27,19,17,39,15.762463343108504,11
646,18,27,24,21,29,15.786901270772239,9
647,22,28,26,18,26,15.811339198435972,12
648,28,28,22,17,26,15.835777126099707,10
649,13,27,22,23,28,15.86021505376344,9
650,12,25,19,20,23,15.884652981427175,11
651,11,24,22,18,30,15.909090909090908,12
652,16,34,20,19,30,15.933528836754643,7
653,11,26,25,25,33,15.957966764418376,10
654,24,32,17,28,21,15.982404692082111,10
655,16,28,32,20,32,16.006842619745846,10
656,17,29,26,22,24,16.03128054740958,6
657,15,33,24,18,31,16.055718475073313,13
658,22,27,27,16,33,16.080156402737046,10
659,21,24,25,17,26,16.104594330400783,9
660,20,26,29,13,28,16.129032258064516,13
661,22,34,17,15,26,16.15347018572825,9
662,13,23,22,17,26,16.177908113391982,14
663,14,26,19,12,30,16.20234604105572,6
664,22,35,18,20,33,16.226783968719452,6
665,22,32,31,13,23,16.251221896383186,14
666,15,25,29,18,35,16.27565982404692,9
667,15,23,21,23,31,16.300097751710656,7
668,18,26,23,18,31,16.32453567937439,4
669,15,24,34,14,25,16.348973607038122,8
670,25,32,17,11,23,16.373411534701855,4
671,14,13,14,19,27,16.397849462365592,7
672,23,25,26,16,27,16.422287390029325,7
673,25,21,21,24,30,16.44672531769306,7
674,11,21,20,25,26,16.47116324535679,5
675,20,32,14,31,19,16.49560117302053,6
676,16,19,28,15,27,16.52003910068426,8
677,18,30,16,18,33,16.544477028347995,10
678,15,24,18,14,26,16.568914956011728,12
679,17,30,18,17,30,16.593352883675465,8
680,14,20,36,17,27,16.617790811339198,10
681,16,23,14,16,17,16.64222873900293,9
682,10,29,24,17,34,16.666666666666664,10
683,17,20,15,18,28,16.6911045943304,14
684,15,24,31,13,17,16.715542521994134,4
685,18,27,21,15,24,16.739980449657867,5
686,18,16,18,14,25,16.764418377321604,13
687,13,32,25,23,35,16.788856304985337,11
688,14,18,26,8,26,16.81329423264907,11
689,15,15,24,16,26,16.837732160312804,5
690,19,28,22,26,29,16.86217008797654,5
691,17,21,17,23,32,16.886608015640274,7
692,17,26,17,19,29,16.911045943304007,14
693,11,27,24,16,22,16.93548387096774,14
694,17,24,21,13,36,16.959921798631477,8
695,19,29,18,17,22,16.98435972629521,13
696,15,24,25,20,29,17.008797653958943,8
697,13,23,17,20,29,17.033235581622677,0
698,17,27,15,13,24,17.057673509286413,7
699,16,29,21,17,23,17.082111436950147,7
700,19,20,20,28,26,17.10654936461388,8
701,16,25,24,21,16,17.130987292277613,11
702,17,27,19,17,24,17.15542521994135,7
703,16,28,15,14,22,17.179863147605083,8
704,15,22,17,12,20,17.204301075268816,5
705,14,21,26,15,17,17.22873900293255,4
706,19,21,17,16,25,17.253176930596286,6
707,18,17,28,18,25,17.27761485826002,6
708,9,32,15,16,23,17.302052785923753,6
709,19,20,22,16,24,17.326490713587486,7
710,17,27,21,14,26,17.350928641251222,5
711,12,26,14,13,24,17.375366568914956,7
712,17,28,19,13,29,17.39980449657869,10
713,18,26,11,24,20,17.424242424242422,14
714,15,21,20,13,22,17.44868035190616,11
715,12,21,23,17,38,17.473118279569892,7
716,6,19,17,14,31,17.497556207233625,3
717,13,21,22,13,28,17.52199413489736,7
718,22,28,17,17,36,17.546432062561095,11
719,16,25,24,17,20,17.57086999022483,9
720,13,17,25,14,23,17.59530791788856,9
721,27,25,20,28,22,17.619745845552295,8
722,17,24,17,26,17,17.64418377321603,6
723,14,18,17,17,31,17.668621700879765,3
724,24,16,13,21,18,17.693059628543498,3
725,11,34,20,23,15,17.71749755620723,3
726,14,23,15,7,26,17.741935483870968,15
727,15,25,18,15,32,17.7663734115347,4
728,19,23,20,19,23,17.790811339198434,8
729,13,21,26,15,19,17.81524926686217,7
730,12,18,23,18,18,17.839687194525904,7
731,12,17,18,15,25,17.864125122189638,7
732,24,21,16,14,23,17.88856304985337,8
733,18,28,14,13,19,17.913000977517108,2
734,11,24,10,16,27,17.93743890518084,4
735,14,15,19,12,23,17.961876832844574,13
736,10,22,15,14,21,17.986314760508307,5
737,15,21,22,16,20,18.010752688172044,6
738,9,19,21,22,16,18.035190615835777,11
739,17,24,16,22,18,18.05962854349951,8
740,12,23,17,10,21,18.084066471163244,5
741,13,23,22,16,20,18.10850439882698,11
742,16,25,14,14,26,18.132942326490713,12
743,9,22,20,15,21,18.157380254154447,5
744,17,23,18,23,21,18.18181818181818,8
745,15,23,13,14,19,18.206256109481917,9
746,10,22,16,15,24,18.23069403714565,10
747,15,23,25,18,21,18.255131964809383,11
748,13,15,16,19,24,18.279569892473116,8
749,20,22,19,18,30,18.304007820136853,11
750,20,21,17,12,25,18.328445747800586,4
751,13,16,16,15,24,18.35288367546432,11
752,12,25,20,11,22,18.377321603128053,4
753,18,29,18,18,18,18.40175953079179,5
754,12,22,13,20,19,18.426197458455523,8
755,17,14,14,16,17,18.450635386119256,9
756,13,23,19,17,19,18.47507331378299,10
757,16,12,19,15,22,18.499511241446726,10
758,14,22,13,12,23,18.52394916911046,10
759,9,16,10,16,10,18.548387096774192,11
760,14,24,18,12,20,18.572825024437925,9
761,19,23,13,14,21,18.597262952101662,5
762,11,15,15,14,32,18.621700879765395,7
763,14,22,16,17,21,18.64613880742913,10
764,10,12,14,22,16,18.67057673509286,5
765,14,15,17,17,28,18.6950146627566,9
766,17,17,10,14,31,18.71945259042033,8
767,11,22,19,16,24,18.743890518084065,5
768,19,16,16,17,17,18.768328445747798,6
769,13,18,15,13,17,18.792766373411535,14
770,14,17,12,8,17,18.817204301075268,7
771,16,24,13,13,23,18.841642228739,7
772,16,20,14,12,21,18.866080156402738,5
773,14,18,21,10,23,18.89051808406647,8
774,15,23,18,13,21,18.914956011730204,11
775,16,12,16,17,25,18.939393939393938,6
776,10,20,13,21,24,18.963831867057674,7
777,14,16,10,17,17,18.988269794721408,4
778,14,22,16,14,17,19.01270772238514,5
779,13,22,16,19,28,19.037145650048874,10
780,22,19,15,9,21,19.06158357771261,7
781,11,27,18,9,25,19.086021505376344,8
782,11,15,10,7,19,19.110459433040077,4
783,16,20,21,12,19,19.13489736070381,4
784,15,17,15,16,18,19.159335288367547,7
785,11,19,18,13,25,19.18377321603128,7
786,11,11,13,9,26,19.208211143695014,14
787,22,13,10,11,21,19.232649071358747,8
788,13,16,22,14,25,19.257086999022484,9
789,14,16,17,16,21,19.281524926686217,8
790,17,23,16,16,15,19.30596285434995,12
791,9,13,12,16,25,19.330400782013683,8
792,12,17,15,13,23,19.35483870967742,6
793,11,22,16,15,19,19.379276637341153,6
794,15,15,16,16,24,19.403714565004886,11
795,10,18,14,18,16,19.42815249266862,4
796,17,13,20,13,16,19.452590420332356,8
797,13,23,16,13,17,19.47702834799609,8
798,13,20,13,11,22,19.501466275659823,10
799,9,17,13,18,24,19.525904203323556,3
800,18,20,17,15,26,19.550342130987293,6
801,17,17,14,11,20,19.574780058651026,13
802,8,24,14,12,23,19.59921798631476,7
803,11,24,16,10,17,19.623655913978492,8
804,15,21,17,10,24,19.64809384164223,9
805,12,16,15,10,24,19.672531769305962,7
806,10,19,13,7,13,19.696969696969695,9
807,15,21,11,15,24,19.72140762463343,8
808,8,16,19,11,22,19.745845552297165,10
809,14,14,16,10,20,19.7702834799609,7
810,11,18,7,17,20,19.794721407624632,5
811,12,12,14,12,19,19.81915933528837,8
812,19,20,12,21,14,19.843597262952102,5
813,16,21,20,11,23,19.868035190615835,7
814,13,25,21,20,15,19.892473118279568,8
815,15,16,19,10,17,19.916911045943305,7
816,8,16,13,16,13,19.941348973607038,7
817,10,15,16,12,24,19.96578690127077,7
818,9,23,16,14,19,19.990224828934505,8
819,9,20,16,14,18,20.01466275659824,7
820,12,23,14,10,15,20.039100684261975,10
821,17,17,16,9,16,20.063538611925708,5
822,16,19,15,13,15,20.08797653958944,7
823,13,18,13,10,20,20.112414467253178,6
824,13,10,20,17,18,20.13685239491691,14
825,16,27,15,9,21,20.161290322580644,10
826,9,12,15,21,19,20.185728250244377,10
827,15,21,20,16,13,20.210166177908114,10
828,9,14,14,18,12,20.234604105571847,11
829,7,14,7,13,17,20.25904203323558,10
830,14,23,17,16,15,20.283479960899314,3
831,12,18,21,16,13,20.30791788856305,8
832,11,24,15,20,21,20.332355816226784,4
833,14,12,11,12,24,20.356793743890517,7
834,9,15,21,15,22,20.38123167155425,5
835,10,21,17,12,15,20.405669599217987,12
836,16,13,14,13,18,20.43010752688172,6
837,12,20,8,7,17,20.454545454545453,12
838,12,19,21,13,15,20.478983382209186,7
839,15,14,16,7,12,20.503421309872923,6
840,11,17,17,16,12,20.527859237536656,9
841,6,12,11,15,17,20.55229716520039,8
842,16,14,16,16,13,20.576735092864123,8
843,12,21,10,13,19,20.60117302052786,6
844,7,8,18,15,14,20.625610948191593,8
845,10,17,13,20,14,20.650048875855326,8
846,9,18,13,12,13,20.67448680351906,6
847,10,12,17,8,23,20.698924731182796,7
848,14,9,20,16,23,20.72336265884653,8
849,13,13,12,11,17,20.747800586510262,7
850,6,19,19,11,15,20.772238514173996,7
851,11,19,11,10,13,20.796676441837732,8
852,13,17,7,12,21,20.821114369501466,7
853,11,10,17,7,18,20.8455522971652,7
854,12,10,13,16,19,20.869990224828936,8
855,9,16,19,14,18,20.89442815249267,12
856,11,14,17,7,15,20.918866080156402,5
857,15,18,12,7,26,20.943304007820135,10
858,13,15,16,11,17,20.967741935483872,7
859,11,22,20,12,8,20.992179863147605,6
860,15,8,16,9,11,21.01661779081134,8
861,10,18,13,15,14,21.04105571847507,7
862,9,13,10,11,12,21.06549364613881,14
863,9,9,11,10,14,21.08993157380254,7
864,10,18,15,8,13,21.114369501466275,5
865,14,15,14,5,15,21.138807429130008,8
866,10,15,10,9,15,21.163245356793745,8
867,7,14,13,11,17,21.187683284457478,5
868,5,19,12,15,14,21.21212121212121,9
869,6,24,17,15,14,21.236559139784944,5
870,11,16,8,23,10,21.26099706744868,9
871,19,20,7,8,18,21.285434995112414,3
872,13,14,15,15,18,21.309872922776147,7
873,9,7,18,9,12,21.33431085043988,8
874,6,11,15,19,18,21.358748778103617,9
875,9,10,10,13,19,21.38318670576735,8
876,9,16,10,19,14,21.407624633431084,12
877,14,17,18,13,17,21.432062561094817,9
878,12,19,15,12,17,21.456500488758554,11
879,10,7,20,13,17,21.480938416422287,9
880,7,16,7,14,18,21.50537634408602,11
881,14,9,8,4,18,21.529814271749753,14
882,15,15,6,15,17,21.55425219941349,14
883,12,15,14,13,9,21.578690127077223,16
884,9,16,9,7,20,21.603128054740957,15
885,7,15,10,10,12,21.62756598240469,22
886,16,12,11,19,13,21.652003910068427,28
887,7,12,8,8,14,21.67644183773216,39
888,10,18,23,12,19,21.700879765395893,33
889,20,7,12,13,18,21.725317693059626,36
890,8,20,13,14,14,21.749755620723363,70
891,13,18,16,12,18,21.774193548387096,63
892,10,12,13,16,17,21.79863147605083,93
893,14,19,14,15,18,21.823069403714562,102
894,13,13,16,20,17,21.8475073313783,139
895,19,11,15,8,18,21.871945259042032,161
896,19,19,24,12,14,21.896383186705766,263
897,12,15,16,11,17,21.920821114369502,350
898,14,18,15,9,20,21.945259042033236,576
899,19,20,23,12,30,21.96969696969697,865
900,19,31,29,18,31,21.994134897360702,1458
901,27,30,29,29,34,22.01857282502444,2134
902,29,45,36,36,55,22.043010752688172,3161
903,33,56,45,33,68,22.067448680351905,4389
904,39,82,65,49,103,22.09188660801564,5747
905,52,88,79,77,136,22.116324535679375,6810
906,64,123,98,109,152,22.14076246334311,7612
907,85,164,119,118,160,22.16520039100684,7924
908,89,171,153,136,209,22.189638318670575,7557
909,124,179,133,136,240,22.21407624633431,6947
910,113,202,148,142,262,22.238514173998045,5969
911,103,207,166,163,234,22.262952101661778,4772
912,137,221,162,161,267,22.28739002932551,3708
913,120,241,185,162,262,22.311827956989248,2749
914,115,245,165,189,257,22.33626588465298,2047
915,148,226,184,169,266,22.360703812316714,1553
916,108,239,186,169,290,22.385141739980448,1107
917,124,194,181,168,231,22.409579667644184,900
918,115,273,154,142,253,22.434017595307918,603
919,130,232,174,165,238,22.45845552297165,476
920,121,227,169,150,251,22.482893450635384,395
921,114,248,156,175,245,22.50733137829912,356
922,135,215,156,147,238,22.531769305962854,257
923,105,190,169,150,274,22.556207233626587,259
924,118,206,168,185,249,22.58064516129032,176
925,106,204,165,134,253,22.605083088954057,186
926,115,205,167,150,237,22.62952101661779,147
927,110,216,148,149,252,22.653958944281523,121
928,109,219,178,127,228,22.678396871945257,115
929,99,206,153,151,218,22.702834799608993,96
930,109,197,152,124,247,22.727272727272727,78
931,123,174,157,139,225,22.75171065493646,87
932,102,178,146,142,220,22.776148582600193,86
933,113,208,144,147,188,22.80058651026393,88
934,113,187,148,132,205,22.825024437927663,79
935,105,191,134,113,218,22.849462365591396,73
936,96,197,135,106,212,22.87390029325513,75
937,98,193,159,130,217,22.898338220918866,71
938,97,169,139,134,214,22.9227761485826,71
939,103,162,140,141,227,22.947214076246333,80
940,114,180,151,117,195,22.97165200391007,83
941,99,199,152,115,216,22.996089931573803,84
942,101,152,118,106,203,23.020527859237536,83
943,120,176,149,135,213,23.04496578690127,101
944,114,200,137,144,218,23.069403714565006,103
945,98,165,134,129,211,23.09384164222874,122
946,102,173,146,110,194,23.118279569892472,104
947,106,209,138,122,204,23.142717497556205,119
948,87,165,146,123,196,23.167155425219942,130
949,105,174,153,124,204,23.191593352883675,141
950,108,176,133,112,214,23.21603128054741,117
951,94,148,145,138,178,23.24046920821114,112
952,103,174,115,105,206,23.26490713587488,114
953,76,169,131,125,195,23.28934506353861,114
954,107,173,124,134,200,23.313782991202345,106
955,109,165,134,126,202,23.338220918866078,103
956,97,195,118,121,187,23.362658846529815,74
957,100,154,131,129,180,23.387096774193548,68
958,87,163,125,104,197,23.41153470185728,49
959,90,170,116,98,203,23.435972629521014,53
960,126,225,186,173,246,23.46041055718475,47
961,132,272,201,174,314,23.484848484848484,55
962,134,272,188,182,311,23.509286412512218,47
963,129,246,208,170,282,23.53372434017595,60
964,133,232,191,172,286,23.558162267839688,54
965,133,256,205,169,285,23.58260019550342,51
966,140,249,188,196,312,23.607038123167154,45
967,149,258,215,178,281,23.631476050830887,49
968,145,210,181,180,303,23.655913978494624,54
969,148,248,170,170,290,23.680351906158357,47
970,152,216,175,161,282,23.70478983382209,34
971,120,255,176,165,272,23.729227761485824,40
972,134,249,170,159,258,23.75366568914956,38
973,144,205,165,148,271,23.778103616813294,39
974,122,217,179,152,268,23.802541544477027,25
975,117,216,182,136,229,23.82697947214076,27
976,117,238,177,164,244,23.851417399804497,31
977,113,228,191,141,248,23.87585532746823,36
978,125,238,165,143,229,23.900293255131963,28
979,117,216,156,136,239,23.924731182795696,20
980,119,209,156,150,243,23.949169110459433,23
981,119,193,147,164,229,23.973607038123166,36
982,104,200,189,129,248,23.9980449657869,29
983,93,221,141,154,215,24.022482893450636,20
984,91,204,154,141,226,24.04692082111437,27
985,115,191,152,141,212,24.071358748778103,32
986,116,188,136,119,220,24.095796676441836,25
987,100,204,155,150,237,24.120234604105573,27
988,115,231,157,134,235,24.144672531769306,25
989,112,208,153,143,239,24.16911045943304,23
990,105,200,159,123,235,24.193548387096772,17
991,107,172,144,136,223,24.21798631476051,21
992,103,178,145,139,219,24.242424242424242,31
993,95,179,123,116,221,24.266862170087975,21
994,101,183,133,134,189,24.29130009775171,21
995,95,171,111,118,173,24.315738025415445,18
996,94,169,150,96,223,24.34017595307918,23
997,84,171,136,120,215,24.364613880742912,18
998,88,172,123,104,195,24.389051808406645,26
999,104,181,170,132,179,24.41348973607038,15
1000,78,159,132,121,198,24.437927663734115,18
1001,84,180,121,122,163,24.462365591397848,6
1002,110,169,127,120,192,24.48680351906158,17
1003,94,187,113,117,174,24.511241446725318,20
1004,84,142,141,111,181,24.53567937438905,15
1005,74,165,116,84,164,24.560117302052785,21
1006,82,155,134,100,187,24.584555229716518,18
1007,99,148,124,114,172,24.608993157380255,12
1008,79,166,120,97,186,24.633431085043988,18
1009,79,151,117,109,175,24.65786901270772,15
1010,92,161,127,101,188,24.682306940371454,12
1011,83,152,123,93,171,24.70674486803519,21
1012,80,151,115,112,161,24.731182795698924,13
1013,89,124,122,100,192,24.755620723362657,21
1014,86,162,108,107,164,24.78005865102639,9
1015,75,138,106,98,179,24.804496578690127,17
1016,63,166,105,107,165,24.82893450635386,12
1017,76,138,100,86,159,24.853372434017594,10
1018,79,136,92,100,181,24.877810361681327,13
1019,102,122,100,94,167,24.902248289345064,20
1020,71,135,115,91,174,24.926686217008797,17
1021,64,150,122,97,152,24.95112414467253,10
1022,77,135,97,85,154,24.975562072336263,15
1023,73,139,99,88,141,25.0,8
